partition,date_utc,obs_start,obs_end,regime,side,router_selected,entry_start,entry_px,H,L,range,activated,activation_bar_start,ratchets,exit_ts,exit_px,exit_reason,net_pnl_usd,win,stop_px,E20_DOWN
reference_validation,2025-05-08,2025-05-08 16:00:00+00:00,2025-05-08 20:00:00+00:00,BULL,LONG,True,2025-05-08 18:10:00+00:00,101173.8,101493.2,99050.1,2443.0999999999913,False,,0,2025-05-08 20:00:00+00:00,101254.3,LONG_TIME_EXIT_4H_BOUNDARY,-0.0021697316894716545,False,,
reference_validation,2025-05-08,2025-05-08 20:00:00+00:00,2025-05-09 00:00:00+00:00,BULL,LONG,True,2025-05-08 20:30:00+00:00,101536.3,101686.7,100550.0,1136.699999999997,True,2025-05-08 20:35:00+00:00,3,2025-05-08 21:50:00+00:00,102822.0,LONG_PROFIT_FLOOR_HIT,5.931233263374813,True,,
reference_validation,2025-05-09,2025-05-09 20:00:00+00:00,2025-05-10 00:00:00+00:00,BULL,LONG,True,2025-05-09 20:35:00+00:00,103221.2,103336.1,102240.0,1096.1000000000058,False,,0,2025-05-10 00:00:00+00:00,102941.9,LONG_TIME_EXIT_4H_BOUNDARY,-1.7529197490438349,False,,
reference_validation,2025-05-10,2025-05-10 04:00:00+00:00,2025-05-10 08:00:00+00:00,BULL,LONG,True,2025-05-10 05:40:00+00:00,103195.0,103232.0,102784.0,448.0,True,2025-05-10 05:55:00+00:00,0,2025-05-10 06:00:00+00:00,103319.9,LONG_PROFIT_FLOOR_GAP_OPEN,0.20516497892337815,True,,
reference_validation,2025-05-12,2025-05-12 00:00:00+00:00,2025-05-12 04:00:00+00:00,BULL,LONG,True,2025-05-12 00:50:00+00:00,104473.6,104526.3,103502.4,1023.9000000000087,True,2025-05-12 01:05:00+00:00,0,2025-05-12 01:10:00+00:00,104731.08,LONG_PROFIT_FLOOR_HIT,0.8322730335702081,True,,
reference_validation,2025-05-13,2025-05-13 08:00:00+00:00,2025-05-13 12:00:00+00:00,BEAR,LONG,False,2025-05-13 08:40:00+00:00,102770.0,102900.0,101580.4,1319.6000000000058,True,2025-05-13 09:15:00+00:00,0,2025-05-13 09:20:00+00:00,103160.0,LONG_PROFIT_FLOOR_GAP_OPEN,1.4974408874185001,True,,
reference_validation,2025-05-14,2025-05-14 12:00:00+00:00,2025-05-14 16:00:00+00:00,BULL,LONG,True,2025-05-14 12:40:00+00:00,103940.9,104109.6,102815.0,1294.6000000000058,False,,0,2025-05-14 14:20:00+00:00,103195.9,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.983767313925512,False,,
reference_validation,2025-05-15,2025-05-15 12:00:00+00:00,2025-05-15 16:00:00+00:00,BEAR,LONG,False,2025-05-15 12:15:00+00:00,102260.0,102398.7,101433.0,965.6999999999971,True,2025-05-15 12:30:00+00:00,0,2025-05-15 12:40:00+00:00,102591.84,LONG_PROFIT_FLOOR_HIT,1.2225308038333442,True,,
reference_validation,2025-05-20,2025-05-20 20:00:00+00:00,2025-05-21 00:00:00+00:00,BULL,LONG,True,2025-05-20 21:05:00+00:00,107136.7,107252.9,105028.4,2224.5,False,,0,2025-05-21 00:00:00+00:00,106800.0,LONG_TIME_EXIT_4H_BOUNDARY,-1.9713569673136973,False,,
reference_validation,2025-05-22,2025-05-22 00:00:00+00:00,2025-05-22 04:00:00+00:00,BULL,LONG,True,2025-05-22 02:55:00+00:00,110539.9,110830.0,107671.7,3158.300000000003,True,2025-05-22 03:40:00+00:00,0,2025-05-22 03:45:00+00:00,111290.4,LONG_PROFIT_FLOOR_GAP_OPEN,2.9947018225998217,True,,
reference_validation,2025-05-22,2025-05-22 16:00:00+00:00,2025-05-22 20:00:00+00:00,BULL,LONG,True,2025-05-22 17:20:00+00:00,111490.0,111582.5,110492.8,1089.699999999997,True,2025-05-22 17:20:00+00:00,0,2025-05-22 17:25:00+00:00,111800.44,LONG_PROFIT_FLOOR_HIT,0.9922324872186475,True,,
reference_validation,2025-05-25,2025-05-25 04:00:00+00:00,2025-05-25 08:00:00+00:00,BEAR,LONG,False,2025-05-25 05:25:00+00:00,108054.6,108210.0,107142.0,1068.0,False,,0,2025-05-25 07:30:00+00:00,107495.0,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-2.989431639189843,False,,
reference_validation,2025-05-30,2025-05-30 12:00:00+00:00,2025-05-30 16:00:00+00:00,BEAR,LONG,False,2025-05-30 13:05:00+00:00,105840.1,105940.1,104568.0,1372.1000000000058,False,,0,2025-05-30 16:00:00+00:00,105504.0,LONG_TIME_EXIT_4H_BOUNDARY,-1.9877724983253127,False,,
reference_validation,2025-05-30,2025-05-30 20:00:00+00:00,2025-05-31 00:00:00+00:00,BEAR,SHORT,True,2025-05-30 23:45:00+00:00,103932.395,105531.5,103650.2,1881.300000000003,False,,0,2025-05-31 00:00:00+00:00,103949.9,SHORT_TIME_EXIT_4H_BOUNDARY,-0.4842133966025838,False,104496.785,103273.94
reference_validation,2025-06-07,2025-06-07 16:00:00+00:00,2025-06-07 20:00:00+00:00,BULL,LONG,True,2025-06-07 19:10:00+00:00,105702.4,105758.8,105094.4,664.4000000000087,False,,0,2025-06-07 20:00:00+00:00,105694.1,LONG_TIME_EXIT_4H_BOUNDARY,-0.43926117098568274,False,,
reference_validation,2025-06-08,2025-06-08 16:00:00+00:00,2025-06-08 20:00:00+00:00,BULL,LONG,True,2025-06-08 16:35:00+00:00,106104.0,106200.0,105450.0,750.0,False,,0,2025-06-08 20:00:00+00:00,106242.6,LONG_TIME_EXIT_4H_BOUNDARY,0.2531327753902527,True,,
reference_validation,2025-06-09,2025-06-09 16:00:00+00:00,2025-06-09 20:00:00+00:00,BULL,LONG,True,2025-06-09 17:05:00+00:00,107894.5,107985.0,106800.3,1184.699999999997,True,2025-06-09 17:10:00+00:00,0,2025-06-09 17:15:00+00:00,108218.4,LONG_PROFIT_FLOOR_GAP_OPEN,1.1010032948852282,True,,
reference_validation,2025-06-12,2025-06-12 16:00:00+00:00,2025-06-12 20:00:00+00:00,BEAR,LONG,False,2025-06-12 16:45:00+00:00,107614.4,107769.1,106539.1,1230.0,True,2025-06-12 17:15:00+00:00,0,2025-06-12 17:20:00+00:00,108006.1,LONG_PROFIT_FLOOR_GAP_OPEN,1.4199237276795844,True,,
reference_validation,2025-06-19,2025-06-19 20:00:00+00:00,2025-06-20 00:00:00+00:00,BEAR,LONG,False,2025-06-19 23:45:00+00:00,104670.8,104795.2,103870.3,924.8999999999942,False,,0,2025-06-20 00:00:00+00:00,104607.1,LONG_TIME_EXIT_4H_BOUNDARY,-0.704287346614307,False,,
reference_validation,2025-06-22,2025-06-22 12:00:00+00:00,2025-06-22 16:00:00+00:00,BEAR,LONG,False,2025-06-22 12:25:00+00:00,102693.7,102770.6,102022.5,748.1000000000058,False,,0,2025-06-22 13:15:00+00:00,102230.8,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-2.653789667720607,False,,
reference_validation,2025-07-03,2025-07-03 08:00:00+00:00,2025-07-03 12:00:00+00:00,BULL,LONG,True,2025-07-03 08:50:00+00:00,109391.0,109516.3,108509.1,1007.1999999999971,True,2025-07-03 09:15:00+00:00,0,2025-07-03 09:20:00+00:00,109717.74,LONG_PROFIT_FLOOR_HIT,1.0934501010138713,True,,
reference_validation,2025-07-05,2025-07-05 12:00:00+00:00,2025-07-05 16:00:00+00:00,BEAR,LONG,False,2025-07-05 13:45:00+00:00,108131.0,108175.0,107828.1,346.8999999999942,False,,0,2025-07-05 16:00:00+00:00,108012.6,LONG_TIME_EXIT_4H_BOUNDARY,-0.9474840702480721,False,,
reference_validation,2025-07-06,2025-07-06 00:00:00+00:00,2025-07-06 04:00:00+00:00,BEAR,LONG,False,2025-07-06 00:30:00+00:00,108155.4,108183.8,107930.1,253.6999999999971,False,,0,2025-07-06 03:00:00+00:00,108000.1,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-1.1179484334577379,False,,
reference_validation,2025-07-19,2025-07-19 00:00:00+00:00,2025-07-19 04:00:00+00:00,BEAR,LONG,False,2025-07-19 00:50:00+00:00,117842.4,118000.0,116788.9,1211.1000000000058,True,2025-07-19 02:55:00+00:00,0,2025-07-19 03:00:00+00:00,118176.7,LONG_PROFIT_FLOOR_GAP_OPEN,1.0184198556717043,True,,
reference_validation,2025-07-29,2025-07-29 04:00:00+00:00,2025-07-29 08:00:00+00:00,BULL,LONG,True,2025-07-29 04:20:00+00:00,118606.3,118777.0,117406.3,1370.699999999997,True,2025-07-29 07:45:00+00:00,0,2025-07-29 07:50:00+00:00,119051.14,LONG_PROFIT_FLOOR_HIT,1.4752798122865234,True,,
reference_validation,2025-07-30,2025-07-30 00:00:00+00:00,2025-07-30 04:00:00+00:00,BEAR,LONG,False,2025-07-30 01:45:00+00:00,117837.2,117951.0,117044.1,906.8999999999942,True,2025-07-30 03:50:00+00:00,0,2025-07-30 03:55:00+00:00,118132.38,LONG_PROFIT_FLOOR_HIT,0.8524907244910732,True,,
reference_validation,2025-08-01,2025-08-01 20:00:00+00:00,2025-08-02 00:00:00+00:00,BEAR,SHORT,True,2025-08-01 20:30:00+00:00,113546.165,115656.8,113173.7,2483.100000000006,True,2025-08-01 22:45:00+00:00,0,2025-08-01 22:50:00+00:00,112789.5,SHORT_PROFIT_CEILING_GAP_OPEN,2.9319707451149872,True,114291.095,112677.08
reference_validation,2025-08-05,2025-08-05 08:00:00+00:00,2025-08-05 12:00:00+00:00,BEAR,LONG,False,2025-08-05 09:15:00+00:00,114433.7,114468.1,113650.0,818.1000000000058,True,2025-08-05 09:40:00+00:00,0,2025-08-05 09:45:00+00:00,114631.72,LONG_PROFIT_FLOOR_HIT,0.4652171519404339,True,,
reference_validation,2025-08-13,2025-08-13 20:00:00+00:00,2025-08-14 00:00:00+00:00,BULL,LONG,True,2025-08-13 20:30:00+00:00,122593.7,122831.1,120897.3,1933.800000000003,True,2025-08-13 22:40:00+00:00,0,2025-08-13 22:55:00+00:00,123217.86,LONG_PROFIT_FLOOR_HIT,2.1456446783154175,True,,
reference_validation,2025-08-14,2025-08-14 16:00:00+00:00,2025-08-14 20:00:00+00:00,SIDEWAYS,SHORT,False,2025-08-14 18:40:00+00:00,117971.705,121154.7,117410.0,3744.699999999997,False,,0,2025-08-14 20:00:00+00:00,117889.4,SHORT_TIME_EXIT_4H_BOUNDARY,-0.051166353830333855,False,119095.115,116661.06
reference_validation,2025-08-15,2025-08-15 16:00:00+00:00,2025-08-15 20:00:00+00:00,BEAR,SHORT,True,2025-08-15 16:25:00+00:00,117097.82,119068.8,116750.0,2318.800000000003,False,,0,2025-08-15 17:40:00+00:00,117793.46,SHORT_PRE_E20_HARD_STOP_TOUCH,-3.370337107898291,False,117793.46,116286.24
reference_validation,2025-08-19,2025-08-19 08:00:00+00:00,2025-08-19 12:00:00+00:00,BEAR,LONG,False,2025-08-19 09:55:00+00:00,115311.7,115430.0,114303.8,1126.199999999997,False,,0,2025-08-19 12:00:00+00:00,115461.0,LONG_TIME_EXIT_4H_BOUNDARY,0.2473757649917422,True,,
reference_validation,2025-08-19,2025-08-19 12:00:00+00:00,2025-08-19 16:00:00+00:00,BEAR,LONG,False,2025-08-19 13:20:00+00:00,115565.4,115608.5,114750.0,858.5,True,2025-08-19 13:30:00+00:00,0,2025-08-19 13:35:00+00:00,115436.2,LONG_PROFIT_FLOOR_GAP_OPEN,-0.9589908398188071,False,,
reference_validation,2025-08-20,2025-08-20 16:00:00+00:00,2025-08-20 20:00:00+00:00,BEAR,LONG,False,2025-08-20 16:55:00+00:00,114005.2,114279.3,112301.8,1977.5,False,,0,2025-08-20 20:00:00+00:00,114216.3,LONG_TIME_EXIT_4H_BOUNDARY,0.5258349619140071,True,,
reference_validation,2025-08-20,2025-08-20 20:00:00+00:00,2025-08-21 00:00:00+00:00,BEAR,LONG,False,2025-08-20 21:45:00+00:00,114292.4,114411.0,113200.0,1211.0,False,,0,2025-08-21 00:00:00+00:00,114220.5,LONG_TIME_EXIT_4H_BOUNDARY,-0.7145440991701998,False,,
reference_validation,2025-08-23,2025-08-23 08:00:00+00:00,2025-08-23 12:00:00+00:00,BULL,SHORT,False,2025-08-23 11:20:00+00:00,115581.205,116015.3,115504.6,510.6999999999971,True,2025-08-23 11:40:00+00:00,0,2025-08-23 11:45:00+00:00,115402.46,SHORT_PROFIT_CEILING_HIT,0.3732442311879084,True,115734.41500000001,115402.46
reference_validation,2025-08-24,2025-08-24 12:00:00+00:00,2025-08-24 16:00:00+00:00,SIDEWAYS,SHORT,False,2025-08-24 13:50:00+00:00,114642.99500000001,115033.4,114574.1,459.29999999998836,True,2025-08-24 14:00:00+00:00,0,2025-08-24 14:05:00+00:00,114482.24,SHORT_PROFIT_CEILING_HIT,0.30111130645184037,True,114780.785,114482.24
reference_validation,2025-08-28,2025-08-28 12:00:00+00:00,2025-08-28 16:00:00+00:00,BULL,SHORT,False,2025-08-28 13:35:00+00:00,112858.49500000001,113301.6,112780.3,521.3000000000029,False,,0,2025-08-28 13:35:00+00:00,113014.88500000001,SHORT_PRE_E20_HARD_STOP_TOUCH,-1.0928587874577285,False,113014.88500000001,112676.04000000001
reference_validation,2025-09-03,2025-09-03 12:00:00+00:00,2025-09-03 16:00:00+00:00,BULL,LONG,True,2025-09-03 13:45:00+00:00,111607.7,111670.0,110843.0,827.0,True,2025-09-03 13:45:00+00:00,0,2025-09-03 13:50:00+00:00,111755.0,LONG_PROFIT_FLOOR_GAP_OPEN,0.2599007057757067,True,,
reference_validation,2025-09-03,2025-09-03 16:00:00+00:00,2025-09-03 20:00:00+00:00,BULL,LONG,True,2025-09-03 18:05:00+00:00,112401.3,112470.5,110966.8,1503.699999999997,False,,0,2025-09-03 20:00:00+00:00,112140.0,LONG_TIME_EXIT_4H_BOUNDARY,-1.5623531044570034,False,,
reference_validation,2025-09-06,2025-09-06 08:00:00+00:00,2025-09-06 12:00:00+00:00,SIDEWAYS,SHORT,False,2025-09-06 10:15:00+00:00,110710.235,111034.0,110653.1,380.8999999999942,False,,0,2025-09-06 11:45:00+00:00,110824.505,SHORT_PRE_E20_HARD_STOP_TOUCH,-0.9160769462733139,False,110824.505,110576.92000000001
reference_validation,2025-09-07,2025-09-07 12:00:00+00:00,2025-09-07 16:00:00+00:00,SIDEWAYS,LONG,False,2025-09-07 15:20:00+00:00,111277.0,111348.0,110666.4,681.6000000000058,False,,0,2025-09-07 16:00:00+00:00,111276.2,LONG_TIME_EXIT_4H_BOUNDARY,-0.40359463321264466,False,,
reference_validation,2025-09-09,2025-09-09 04:00:00+00:00,2025-09-09 08:00:00+00:00,BULL,LONG,True,2025-09-09 04:35:00+00:00,111939.2,112055.7,111050.0,1005.6999999999971,True,2025-09-09 06:00:00+00:00,3,2025-09-09 07:40:00+00:00,112924.0,LONG_PROFIT_FLOOR_HIT,3.9988165003859826,True,,
reference_validation,2025-09-15,2025-09-15 20:00:00+00:00,2025-09-16 00:00:00+00:00,BULL,LONG,True,2025-09-15 22:30:00+00:00,115382.4,115528.8,114542.6,986.1999999999971,False,,0,2025-09-16 00:00:00+00:00,115300.5,LONG_TIME_EXIT_4H_BOUNDARY,-0.7549068142107981,False,,
reference_validation,2025-09-20,2025-09-20 00:00:00+00:00,2025-09-20 04:00:00+00:00,SIDEWAYS,LONG,False,2025-09-20 00:35:00+00:00,115528.8,115600.0,115049.9,550.1000000000058,False,,0,2025-09-20 04:00:00+00:00,115394.3,LONG_TIME_EXIT_4H_BOUNDARY,-0.9821059337585144,False,,
reference_validation,2025-09-22,2025-09-22 20:00:00+00:00,2025-09-23 00:00:00+00:00,BEAR,LONG,False,2025-09-22 21:15:00+00:00,112700.0,112839.0,111866.3,972.6999999999971,False,,0,2025-09-23 00:00:00+00:00,112604.7,LONG_TIME_EXIT_4H_BOUNDARY,-0.8228039041703769,False,,
reference_validation,2025-09-23,2025-09-23 04:00:00+00:00,2025-09-23 08:00:00+00:00,BEAR,LONG,False,2025-09-23 06:10:00+00:00,112738.6,112808.4,111405.1,1403.2999999999884,False,,0,2025-09-23 08:00:00+00:00,113048.1,LONG_TIME_EXIT_4H_BOUNDARY,0.9726443294488355,True,,
reference_validation,2025-09-24,2025-09-24 16:00:00+00:00,2025-09-24 20:00:00+00:00,SIDEWAYS,LONG,False,2025-09-24 17:25:00+00:00,113695.5,113850.0,112760.0,1090.0,False,,0,2025-09-24 20:00:00+00:00,113371.7,LONG_TIME_EXIT_4H_BOUNDARY,-1.8239789613485486,False,,
reference_validation,2025-09-28,2025-09-28 08:00:00+00:00,2025-09-28 12:00:00+00:00,BEAR,LONG,False,2025-09-28 08:15:00+00:00,109457.8,109500.0,109203.9,296.1000000000058,False,,0,2025-09-28 11:10:00+00:00,109300.0,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-1.120825742889064,False,,
reference_validation,2025-09-29,2025-09-29 20:00:00+00:00,2025-09-30 00:00:00+00:00,BULL,LONG,True,2025-09-29 20:25:00+00:00,114263.2,114349.7,113404.5,945.1999999999971,False,,0,2025-09-30 00:00:00+00:00,114257.1,LONG_TIME_EXIT_4H_BOUNDARY,-0.42669275847339005,False,,
reference_validation,2025-10-03,2025-10-03 04:00:00+00:00,2025-10-03 08:00:00+00:00,BULL,SHORT,False,2025-10-03 06:45:00+00:00,119876.925,120505.5,119766.0,739.5,True,2025-10-03 07:40:00+00:00,0,2025-10-03 07:45:00+00:00,119619.8,SHORT_PROFIT_CEILING_GAP_OPEN,0.6724541024054734,True,120098.77500000001,119618.1
reference_validation,2025-10-05,2025-10-05 00:00:00+00:00,2025-10-05 04:00:00+00:00,BULL,LONG,True,2025-10-05 02:05:00+00:00,122306.0,122374.8,121813.4,561.4000000000087,True,2025-10-05 02:25:00+00:00,2,2025-10-05 03:15:00+00:00,123500.4,LONG_PROFIT_FLOOR_HIT,4.4828348568344945,True,,
reference_validation,2025-10-05,2025-10-05 16:00:00+00:00,2025-10-05 20:00:00+00:00,BULL,SHORT,False,2025-10-05 19:20:00+00:00,122721.995,123413.3,122600.0,813.3000000000029,False,,0,2025-10-05 20:00:00+00:00,122550.5,SHORT_TIME_EXIT_4H_BOUNDARY,0.2987133805965162,True,122965.985,122437.34
reference_validation,2025-10-08,2025-10-08 04:00:00+00:00,2025-10-08 08:00:00+00:00,SIDEWAYS,SHORT,False,2025-10-08 06:00:00+00:00,121295.985,122196.9,121137.0,1059.8999999999942,False,,0,2025-10-08 06:45:00+00:00,121613.955,SHORT_PRE_E20_HARD_STOP_TOUCH,-1.710719394380655,False,121613.955,120925.02
reference_validation,2025-10-08,2025-10-08 12:00:00+00:00,2025-10-08 16:00:00+00:00,SIDEWAYS,LONG,False,2025-10-08 14:20:00+00:00,123017.7,123150.0,121468.5,1681.5,False,,0,2025-10-08 15:50:00+00:00,122011.1,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.4912811733595515,False,,
reference_validation,2025-10-10,2025-10-10 08:00:00+00:00,2025-10-10 12:00:00+00:00,BEAR,LONG,False,2025-10-10 11:10:00+00:00,121599.8,121712.2,120814.0,898.1999999999971,False,,0,2025-10-10 12:00:00+00:00,121493.2,LONG_TIME_EXIT_4H_BOUNDARY,-0.8383230893472146,False,,
reference_validation,2025-10-12,2025-10-12 12:00:00+00:00,2025-10-12 16:00:00+00:00,BEAR,LONG,False,2025-10-12 12:20:00+00:00,111939.6,112084.3,111070.4,1013.9000000000087,False,,0,2025-10-12 13:50:00+00:00,111345.6,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.053216556071314,False,,
reference_validation,2025-10-12,2025-10-12 20:00:00+00:00,2025-10-13 00:00:00+00:00,BEAR,LONG,False,2025-10-12 20:15:00+00:00,114547.4,114654.5,113119.0,1535.5,True,2025-10-12 20:25:00+00:00,0,2025-10-12 20:35:00+00:00,114961.6,LONG_PROFIT_FLOOR_HIT,1.4079851659662528,True,,
reference_validation,2025-10-13,2025-10-13 00:00:00+00:00,2025-10-13 04:00:00+00:00,SIDEWAYS,LONG,False,2025-10-13 01:30:00+00:00,115538.8,115730.3,114200.0,1530.300000000003,False,,0,2025-10-13 03:50:00+00:00,114671.7,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.152419100769622,False,,
reference_validation,2025-10-13,2025-10-13 12:00:00+00:00,2025-10-13 16:00:00+00:00,BEAR,LONG,False,2025-10-13 14:00:00+00:00,115291.4,115376.3,113600.5,1775.800000000003,False,,0,2025-10-13 14:50:00+00:00,114117.1,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-5.492747594356517,False,,
reference_validation,2025-10-14,2025-10-14 16:00:00+00:00,2025-10-14 20:00:00+00:00,SIDEWAYS,LONG,False,2025-10-14 16:15:00+00:00,112439.2,112839.9,109802.0,3037.899999999994,True,2025-10-14 19:25:00+00:00,0,2025-10-14 19:30:00+00:00,113287.1,LONG_PROFIT_FLOOR_GAP_OPEN,3.370482180591839,True,,
reference_validation,2025-10-14,2025-10-14 20:00:00+00:00,2025-10-15 00:00:00+00:00,SIDEWAYS,LONG,False,2025-10-14 23:10:00+00:00,113419.9,113480.0,111615.1,1864.8999999999942,False,,0,2025-10-15 00:00:00+00:00,112983.9,LONG_TIME_EXIT_4H_BOUNDARY,-2.3220612961217686,False,,
reference_validation,2025-10-25,2025-10-25 00:00:00+00:00,2025-10-25 04:00:00+00:00,BULL,LONG,True,2025-10-25 02:00:00+00:00,111026.7,111088.0,110431.0,657.0,False,,0,2025-10-25 04:00:00+00:00,110962.3,LONG_TIME_EXIT_4H_BOUNDARY,-0.6900203284434966,False,,
reference_validation,2025-10-25,2025-10-25 08:00:00+00:00,2025-10-25 12:00:00+00:00,BULL,LONG,True,2025-10-25 09:40:00+00:00,111688.0,111775.1,110962.3,812.8000000000029,False,,0,2025-10-25 12:00:00+00:00,111522.6,LONG_TIME_EXIT_4H_BOUNDARY,-1.1404555547596558,False,,
reference_validation,2025-11-02,2025-11-02 08:00:00+00:00,2025-11-02 12:00:00+00:00,SIDEWAYS,LONG,False,2025-11-02 11:40:00+00:00,110844.9,110988.0,109974.1,1013.8999999999942,True,2025-11-02 11:50:00+00:00,0,2025-11-02 11:55:00+00:00,111014.0,LONG_PROFIT_FLOOR_GAP_OPEN,0.3627775387050173,True,,
reference_validation,2025-11-04,2025-11-04 00:00:00+00:00,2025-11-04 04:00:00+00:00,BEAR,LONG,False,2025-11-04 01:35:00+00:00,107060.7,107120.0,105750.1,1369.8999999999942,False,,0,2025-11-04 04:00:00+00:00,107097.1,LONG_TIME_EXIT_4H_BOUNDARY,-0.23000297961810434,False,,
reference_validation,2025-11-04,2025-11-04 20:00:00+00:00,2025-11-05 00:00:00+00:00,BEAR,SHORT,True,2025-11-04 20:40:00+00:00,100504.115,103474.1,99980.0,3494.100000000006,True,2025-11-04 21:30:00+00:00,0,2025-11-04 21:35:00+00:00,99281.18,SHORT_PROFIT_CEILING_HIT,5.684004620109384,True,101552.345,99281.18
reference_validation,2025-11-05,2025-11-05 00:00:00+00:00,2025-11-05 04:00:00+00:00,BEAR,LONG,False,2025-11-05 03:00:00+00:00,101633.8,101859.5,98888.8,2970.699999999997,False,,0,2025-11-05 04:00:00+00:00,102094.8,LONG_TIME_EXIT_4H_BOUNDARY,1.8679462934575013,True,,
reference_validation,2025-11-05,2025-11-05 04:00:00+00:00,2025-11-05 08:00:00+00:00,BEAR,LONG,False,2025-11-05 05:30:00+00:00,101825.7,102222.0,98909.7,3312.300000000003,False,,0,2025-11-05 08:00:00+00:00,101946.2,LONG_TIME_EXIT_4H_BOUNDARY,0.19169738091657818,True,,
reference_validation,2025-11-05,2025-11-05 16:00:00+00:00,2025-11-05 20:00:00+00:00,BEAR,LONG,False,2025-11-05 16:35:00+00:00,103592.9,103750.0,101867.8,1882.199999999997,True,2025-11-05 18:35:00+00:00,0,2025-11-05 18:40:00+00:00,104126.44,LONG_PROFIT_FLOOR_HIT,2.1751764841026593,True,,
reference_validation,2025-11-05,2025-11-05 20:00:00+00:00,2025-11-06 00:00:00+00:00,BEAR,LONG,False,2025-11-05 20:25:00+00:00,104282.0,104496.6,102972.8,1523.800000000003,False,,0,2025-11-05 22:05:00+00:00,103407.7,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-4.59199861912889,False,,
reference_validation,2025-11-13,2025-11-13 00:00:00+00:00,2025-11-13 04:00:00+00:00,BEAR,LONG,False,2025-11-13 00:55:00+00:00,101871.9,101964.5,101087.8,876.6999999999971,True,2025-11-13 01:10:00+00:00,0,2025-11-13 01:15:00+00:00,102139.84,LONG_PROFIT_FLOOR_HIT,0.9150829620337534,True,,
reference_validation,2025-11-16,2025-11-16 08:00:00+00:00,2025-11-16 12:00:00+00:00,BEAR,LONG,False,2025-11-16 09:35:00+00:00,96094.5,96170.6,95602.0,568.6000000000058,True,2025-11-16 09:50:00+00:00,2,2025-11-16 10:35:00+00:00,96370.2,LONG_PROFIT_FLOOR_HIT,1.0345253890700739,True,,
reference_validation,2025-11-17,2025-11-17 04:00:00+00:00,2025-11-17 08:00:00+00:00,BEAR,LONG,False,2025-11-17 04:30:00+00:00,95378.6,95539.3,93730.0,1809.300000000003,False,,0,2025-11-17 08:00:00+00:00,95587.9,LONG_TIME_EXIT_4H_BOUNDARY,0.6972062915579617,True,,
reference_validation,2025-11-23,2025-11-23 00:00:00+00:00,2025-11-23 04:00:00+00:00,BEAR,LONG,False,2025-11-23 01:05:00+00:00,85180.0,85238.3,84193.8,1044.5,True,2025-11-23 01:15:00+00:00,0,2025-11-23 01:20:00+00:00,85390.0,LONG_PROFIT_FLOOR_GAP_OPEN,0.8326837285747682,True,,
reference_validation,2025-11-25,2025-11-25 04:00:00+00:00,2025-11-25 08:00:00+00:00,BULL,LONG,True,2025-11-25 04:50:00+00:00,88186.0,88247.1,87378.8,868.3000000000029,True,2025-11-25 04:50:00+00:00,0,2025-11-25 04:55:00+00:00,88420.76000000001,LONG_PROFIT_FLOOR_HIT,0.9310502800898405,True,,
reference_validation,2025-12-02,2025-12-02 16:00:00+00:00,2025-12-02 20:00:00+00:00,SIDEWAYS,LONG,False,2025-12-02 16:40:00+00:00,90718.6,91211.3,87005.0,4206.300000000003,True,2025-12-02 18:20:00+00:00,0,2025-12-02 18:25:00+00:00,91944.7,LONG_PROFIT_FLOOR_GAP_OPEN,6.357710105755543,True,,
reference_validation,2025-12-07,2025-12-07 04:00:00+00:00,2025-12-07 08:00:00+00:00,BEAR,LONG,False,2025-12-07 06:35:00+00:00,89639.1,89704.5,89131.5,573.0,False,,0,2025-12-07 07:35:00+00:00,89267.8,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-2.47108281988555,False,,
reference_validation,2025-12-07,2025-12-07 12:00:00+00:00,2025-12-07 16:00:00+00:00,BEAR,LONG,False,2025-12-07 13:00:00+00:00,89428.8,89494.4,89012.9,481.5,False,,0,2025-12-07 13:25:00+00:00,88873.9,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.5024681087077343,False,,
reference_validation,2025-12-12,2025-12-12 12:00:00+00:00,2025-12-12 16:00:00+00:00,BULL,SHORT,False,2025-12-12 15:00:00+00:00,92132.5,92600.0,92050.0,550.0,False,,0,2025-12-12 15:00:00+00:00,92393.0,SHORT_PRE_E20_HARD_STOP_GAP_OPEN,-1.8137247985238631,False,92297.5,91940.0
reference_validation,2025-12-16,2025-12-16 00:00:00+00:00,2025-12-16 04:00:00+00:00,BEAR,LONG,False,2025-12-16 00:25:00+00:00,86350.5,86437.1,85489.7,947.4000000000087,False,,0,2025-12-16 01:00:00+00:00,85821.1,LONG_PRE_E20_CLOSE_INVALIDATION_F35,-3.4654136339685055,False,,
