partition,date_utc,signal_ts,regime_at_signal,regime_bar_start,regime_available_ts,source
external,2020-10-05,2020-10-05 14:05:00+00:00,BULL,2020-10-05 08:00:00+00:00,2020-10-05 12:00:00+00:00,EARLY_RECLAIM
external,2020-11-04,2020-11-04 13:45:00+00:00,BEAR,2020-11-04 08:00:00+00:00,2020-11-04 12:00:00+00:00,EARLY_RECLAIM
external,2020-11-05,2020-11-05 13:45:00+00:00,BULL,2020-11-05 08:00:00+00:00,2020-11-05 12:00:00+00:00,EARLY_RECLAIM
external,2020-11-20,2020-11-20 14:15:00+00:00,BULL,2020-11-20 08:00:00+00:00,2020-11-20 12:00:00+00:00,EARLY_RECLAIM
external,2020-12-30,2020-12-30 16:05:00+00:00,BULL,2020-12-30 12:00:00+00:00,2020-12-30 16:00:00+00:00,EARLY_RECLAIM
external,2021-01-29,2021-01-29 14:05:00+00:00,BULL,2021-01-29 08:00:00+00:00,2021-01-29 12:00:00+00:00,EARLY_RECLAIM
external,2021-02-03,2021-02-03 13:35:00+00:00,BULL,2021-02-03 08:00:00+00:00,2021-02-03 12:00:00+00:00,EARLY_RECLAIM
external,2021-03-05,2021-03-05 13:35:00+00:00,BEAR,2021-03-05 08:00:00+00:00,2021-03-05 12:00:00+00:00,EARLY_RECLAIM
external,2021-03-09,2021-03-09 13:50:00+00:00,BULL,2021-03-09 08:00:00+00:00,2021-03-09 12:00:00+00:00,EARLY_RECLAIM
external,2021-03-19,2021-03-19 16:05:00+00:00,BULL,2021-03-19 12:00:00+00:00,2021-03-19 16:00:00+00:00,EARLY_RECLAIM
external,2021-04-08,2021-04-08 13:40:00+00:00,SIDEWAYS,2021-04-08 08:00:00+00:00,2021-04-08 12:00:00+00:00,EARLY_RECLAIM
external,2021-04-26,2021-04-26 16:05:00+00:00,BULL,2021-04-26 12:00:00+00:00,2021-04-26 16:00:00+00:00,EARLY_RECLAIM
external,2021-05-04,2021-05-04 13:35:00+00:00,BULL,2021-05-04 08:00:00+00:00,2021-05-04 12:00:00+00:00,EARLY_RECLAIM
external,2021-05-24,2021-05-24 14:30:00+00:00,SIDEWAYS,2021-05-24 08:00:00+00:00,2021-05-24 12:00:00+00:00,EARLY_RECLAIM
external,2021-05-27,2021-05-27 14:30:00+00:00,BULL,2021-05-27 08:00:00+00:00,2021-05-27 12:00:00+00:00,EARLY_RECLAIM
external,2021-06-02,2021-06-02 13:35:00+00:00,BULL,2021-06-02 08:00:00+00:00,2021-06-02 12:00:00+00:00,EARLY_RECLAIM
external,2021-07-16,2021-07-16 13:35:00+00:00,BEAR,2021-07-16 08:00:00+00:00,2021-07-16 12:00:00+00:00,EARLY_RECLAIM
external,2021-07-20,2021-07-20 14:10:00+00:00,BEAR,2021-07-20 08:00:00+00:00,2021-07-20 12:00:00+00:00,EARLY_RECLAIM
external,2021-07-27,2021-07-27 13:40:00+00:00,BULL,2021-07-27 08:00:00+00:00,2021-07-27 12:00:00+00:00,EARLY_RECLAIM
external,2021-07-29,2021-07-29 15:15:00+00:00,BULL,2021-07-29 08:00:00+00:00,2021-07-29 12:00:00+00:00,EARLY_RECLAIM
external,2021-09-01,2021-09-01 14:35:00+00:00,BULL,2021-09-01 08:00:00+00:00,2021-09-01 12:00:00+00:00,EARLY_RECLAIM
external,2021-09-15,2021-09-15 14:15:00+00:00,BULL,2021-09-15 08:00:00+00:00,2021-09-15 12:00:00+00:00,EARLY_RECLAIM
external,2021-10-25,2021-10-25 14:05:00+00:00,BULL,2021-10-25 08:00:00+00:00,2021-10-25 12:00:00+00:00,EARLY_RECLAIM
external,2021-10-28,2021-10-28 13:35:00+00:00,SIDEWAYS,2021-10-28 08:00:00+00:00,2021-10-28 12:00:00+00:00,EARLY_RECLAIM
external,2021-11-16,2021-11-16 14:50:00+00:00,BEAR,2021-11-16 08:00:00+00:00,2021-11-16 12:00:00+00:00,EARLY_RECLAIM
external,2021-12-16,2021-12-16 13:55:00+00:00,BULL,2021-12-16 08:00:00+00:00,2021-12-16 12:00:00+00:00,EARLY_RECLAIM
external,2021-12-23,2021-12-23 16:10:00+00:00,BEAR,2021-12-23 12:00:00+00:00,2021-12-23 16:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-01-01,2025-01-01 14:05:00+00:00,BEAR,2025-01-01 08:00:00+00:00,2025-01-01 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-02-04,2025-02-04 13:35:00+00:00,BEAR,2025-02-04 08:00:00+00:00,2025-02-04 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-02-20,2025-02-20 13:35:00+00:00,BULL,2025-02-20 08:00:00+00:00,2025-02-20 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-02-21,2025-02-21 13:45:00+00:00,BULL,2025-02-21 08:00:00+00:00,2025-02-21 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-03-03,2025-03-03 13:45:00+00:00,BULL,2025-03-03 08:00:00+00:00,2025-03-03 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-04-24,2025-04-24 13:35:00+00:00,BULL,2025-04-24 08:00:00+00:00,2025-04-24 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-05-08,2025-05-08 13:40:00+00:00,BULL,2025-05-08 08:00:00+00:00,2025-05-08 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-05-21,2025-05-21 14:25:00+00:00,BULL,2025-05-21 08:00:00+00:00,2025-05-21 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-07-18,2025-07-18 13:50:00+00:00,BULL,2025-07-18 08:00:00+00:00,2025-07-18 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-07-30,2025-07-30 14:55:00+00:00,SIDEWAYS,2025-07-30 08:00:00+00:00,2025-07-30 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-08-12,2025-08-12 13:35:00+00:00,BULL,2025-08-12 08:00:00+00:00,2025-08-12 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-08-18,2025-08-18 13:40:00+00:00,SIDEWAYS,2025-08-18 08:00:00+00:00,2025-08-18 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-08-19,2025-08-19 13:35:00+00:00,BEAR,2025-08-19 08:00:00+00:00,2025-08-19 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-09-22,2025-09-22 14:25:00+00:00,BEAR,2025-09-22 08:00:00+00:00,2025-09-22 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-10-02,2025-10-02 14:05:00+00:00,BULL,2025-10-02 08:00:00+00:00,2025-10-02 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-10-03,2025-10-03 13:35:00+00:00,BULL,2025-10-03 08:00:00+00:00,2025-10-03 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-10-14,2025-10-14 14:20:00+00:00,SIDEWAYS,2025-10-14 08:00:00+00:00,2025-10-14 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-11-03,2025-11-03 14:10:00+00:00,SIDEWAYS,2025-11-03 08:00:00+00:00,2025-11-03 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-11-14,2025-11-14 14:50:00+00:00,SIDEWAYS,2025-11-14 08:00:00+00:00,2025-11-14 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-11-21,2025-11-21 13:50:00+00:00,BEAR,2025-11-21 08:00:00+00:00,2025-11-21 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-11-24,2025-11-24 14:40:00+00:00,BEAR,2025-11-24 08:00:00+00:00,2025-11-24 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2025-12-30,2025-12-30 14:55:00+00:00,BULL,2025-12-30 08:00:00+00:00,2025-12-30 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2026-02-02,2026-02-02 13:55:00+00:00,BEAR,2026-02-02 08:00:00+00:00,2026-02-02 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2026-02-11,2026-02-11 13:35:00+00:00,BEAR,2026-02-11 08:00:00+00:00,2026-02-11 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2026-03-16,2026-03-16 13:45:00+00:00,BULL,2026-03-16 08:00:00+00:00,2026-03-16 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2026-04-22,2026-04-22 13:35:00+00:00,BULL,2026-04-22 08:00:00+00:00,2026-04-22 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2026-05-01,2026-05-01 13:35:00+00:00,SIDEWAYS,2026-05-01 08:00:00+00:00,2026-05-01 12:00:00+00:00,EARLY_RECLAIM
reference_validation,2026-07-03,2026-07-03 13:45:00+00:00,BULL,2026-07-03 08:00:00+00:00,2026-07-03 12:00:00+00:00,EARLY_RECLAIM
