partition,date_utc,signal_ts,variant,H,L,range,F75,F15,E10,touch_bar_start,frozen_h2_bar_start,confirmation_status,confirmation_kind,confirmation_bar_start,confirmation_ts,entry_executed,entry_ts,entry_px,entry_fraction,exit_ts,exit_px,exit_reason,net_pnl_usd,hold_minutes,h2_before_exit
external,2021-07-29,2021-07-29 15:15:00+00:00,EARLY_RECLAIM,2328.0,2280.54,47.460000000000036,2316.135,2287.659,2332.746,2021-07-29 15:30:00+00:00,2021-07-29 16:00:00+00:00,CONFIRMED,SAME_BAR,2021-07-29 15:30:00+00:00,2021-07-29 15:35:00+00:00,True,2021-07-29 15:35:00+00:00,2317.01,0.7684365781710962,2021-07-29 16:00:00+00:00,2332.746,TP_E10,2.995755736919526,25.0,True
external,2021-07-29,2021-07-29 15:15:00+00:00,SAME_BAR_REJECTION,2328.0,2280.54,47.460000000000036,2316.135,2287.659,2332.746,2021-07-29 15:30:00+00:00,2021-07-29 16:00:00+00:00,CONFIRMED,SAME_BAR,2021-07-29 15:30:00+00:00,2021-07-29 15:35:00+00:00,True,2021-07-29 15:35:00+00:00,2317.01,0.7684365781710962,2021-07-29 16:00:00+00:00,2332.746,TP_E10,2.995755736919526,25.0,True
external,2021-09-01,2021-09-01 14:35:00+00:00,EARLY_RECLAIM,3564.0,3514.01,49.98999999999978,3551.5025,3521.5085000000004,3568.999,2021-09-01 15:15:00+00:00,2021-09-01 15:40:00+00:00,CONFIRMED,LATER_RECLAIM,2021-09-01 15:25:00+00:00,2021-09-01 15:30:00+00:00,True,2021-09-01 15:30:00+00:00,3552.68,0.7735547109421842,2021-09-01 15:40:00+00:00,3568.999,TP_E10,1.8967168447481924,10.0,True
external,2021-09-01,2021-09-01 14:35:00+00:00,SAME_BAR_REJECTION,3564.0,3514.01,49.98999999999978,3551.5025,3521.5085000000004,3568.999,2021-09-01 15:15:00+00:00,2021-09-01 15:40:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-09-02,2021-09-02 13:50:00+00:00,EARLY_RECLAIM,3800.0,3730.03,69.9699999999998,3782.5075,3740.5255,3806.997,2021-09-02 14:00:00+00:00,2021-09-02 14:05:00+00:00,H2_BEFORE_CONFIRMATION,,,,False,,,,,,H2_BEFORE_CONFIRMATION,,,False
external,2021-09-02,2021-09-02 13:50:00+00:00,SAME_BAR_REJECTION,3800.0,3730.03,69.9699999999998,3782.5075,3740.5255,3806.997,2021-09-02 14:00:00+00:00,2021-09-02 14:05:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-09-15,2021-09-15 14:15:00+00:00,EARLY_RECLAIM,3445.0,3379.45,65.55000000000018,3428.6125,3389.2825,3451.555,2021-09-15 14:20:00+00:00,2021-09-15 15:00:00+00:00,CONFIRMED,SAME_BAR,2021-09-15 14:20:00+00:00,2021-09-15 14:25:00+00:00,True,2021-09-15 14:25:00+00:00,3434.42,0.8385964912280718,2021-09-15 15:00:00+00:00,3451.555,TP_E10,2.0945987968856277,35.0,True
external,2021-09-15,2021-09-15 14:15:00+00:00,SAME_BAR_REJECTION,3445.0,3379.45,65.55000000000018,3428.6125,3389.2825,3451.555,2021-09-15 14:20:00+00:00,2021-09-15 15:00:00+00:00,CONFIRMED,SAME_BAR,2021-09-15 14:20:00+00:00,2021-09-15 14:25:00+00:00,True,2021-09-15 14:25:00+00:00,3434.42,0.8385964912280718,2021-09-15 15:00:00+00:00,3451.555,TP_E10,2.0945987968856277,35.0,True
external,2021-10-25,2021-10-25 14:05:00+00:00,EARLY_RECLAIM,4166.19,4110.0,56.1899999999996,4152.1425,4118.4285,4171.808999999999,2021-10-25 14:10:00+00:00,2021-10-25 15:40:00+00:00,CONFIRMED,SAME_BAR,2021-10-25 14:10:00+00:00,2021-10-25 14:15:00+00:00,True,2021-10-25 14:15:00+00:00,4152.79,0.761523402740706,2021-10-25 15:45:00+00:00,4171.808999999999,TP_E10,1.8899063039546475,90.0,True
external,2021-10-25,2021-10-25 14:05:00+00:00,SAME_BAR_REJECTION,4166.19,4110.0,56.1899999999996,4152.1425,4118.4285,4171.808999999999,2021-10-25 14:10:00+00:00,2021-10-25 15:40:00+00:00,CONFIRMED,SAME_BAR,2021-10-25 14:10:00+00:00,2021-10-25 14:15:00+00:00,True,2021-10-25 14:15:00+00:00,4152.79,0.761523402740706,2021-10-25 15:45:00+00:00,4171.808999999999,TP_E10,1.8899063039546475,90.0,True
external,2021-10-28,2021-10-28 13:35:00+00:00,EARLY_RECLAIM,4199.32,4011.59,187.72999999999956,4152.3875,4039.7495,4218.093,2021-10-28 15:50:00+00:00,2021-10-28 17:00:00+00:00,CONFIRMED,SAME_BAR,2021-10-28 15:50:00+00:00,2021-10-28 15:55:00+00:00,True,2021-10-28 15:55:00+00:00,4156.08,0.7696692057742509,2021-10-28 17:05:00+00:00,4218.093,TP_E10,7.060515678235246,70.0,True
external,2021-10-28,2021-10-28 13:35:00+00:00,SAME_BAR_REJECTION,4199.32,4011.59,187.72999999999956,4152.3875,4039.7495,4218.093,2021-10-28 15:50:00+00:00,2021-10-28 17:00:00+00:00,CONFIRMED,SAME_BAR,2021-10-28 15:50:00+00:00,2021-10-28 15:55:00+00:00,True,2021-10-28 15:55:00+00:00,4156.08,0.7696692057742509,2021-10-28 17:05:00+00:00,4218.093,TP_E10,7.060515678235246,70.0,True
external,2021-11-16,2021-11-16 14:50:00+00:00,EARLY_RECLAIM,4345.0,4077.0,268.0,4278.0,4117.2,4371.8,2021-11-16 15:55:00+00:00,,CONFIRMED,SAME_BAR,2021-11-16 15:55:00+00:00,2021-11-16 16:00:00+00:00,True,2021-11-16 16:00:00+00:00,4284.14,0.7729104477611952,2021-11-16 20:00:00+00:00,4265.55,TIME_EXIT_SESSION_END,-2.569630310867532,240.0,False
external,2021-11-16,2021-11-16 14:50:00+00:00,SAME_BAR_REJECTION,4345.0,4077.0,268.0,4278.0,4117.2,4371.8,2021-11-16 15:55:00+00:00,,CONFIRMED,SAME_BAR,2021-11-16 15:55:00+00:00,2021-11-16 16:00:00+00:00,True,2021-11-16 16:00:00+00:00,4284.14,0.7729104477611952,2021-11-16 20:00:00+00:00,4265.55,TIME_EXIT_SESSION_END,-2.569630310867532,240.0,False
external,2021-12-16,2021-12-16 13:55:00+00:00,EARLY_RECLAIM,4083.9,4006.11,77.78999999999996,4064.4525000000003,4017.7785000000003,4091.679,2021-12-16 14:00:00+00:00,2021-12-16 14:35:00+00:00,CONFIRMED,LATER_RECLAIM,2021-12-16 14:20:00+00:00,2021-12-16 14:25:00+00:00,True,2021-12-16 14:25:00+00:00,4070.56,0.828512662295923,2021-12-16 15:30:00+00:00,4091.679,TP_E10,2.1941148146692018,65.0,True
external,2021-12-16,2021-12-16 13:55:00+00:00,SAME_BAR_REJECTION,4083.9,4006.11,77.78999999999996,4064.4525000000003,4017.7785000000003,4091.679,2021-12-16 14:00:00+00:00,2021-12-16 14:35:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
external,2021-12-23,2021-12-23 16:10:00+00:00,EARLY_RECLAIM,3964.47,3888.87,75.59999999999991,3945.5699999999997,3900.21,3972.0299999999997,2021-12-23 16:30:00+00:00,2021-12-23 16:40:00+00:00,CONFIRMED,LATER_RECLAIM,2021-12-23 16:35:00+00:00,2021-12-23 16:40:00+00:00,True,2021-12-23 16:40:00+00:00,3952.57,0.8425925925925972,2021-12-23 16:45:00+00:00,3972.0299999999997,TP_E10,2.0616894830451487,5.0,True
external,2021-12-23,2021-12-23 16:10:00+00:00,SAME_BAR_REJECTION,3964.47,3888.87,75.59999999999991,3945.5699999999997,3900.21,3972.0299999999997,2021-12-23 16:30:00+00:00,2021-12-23 16:40:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-01-01,2025-01-01 14:05:00+00:00,EARLY_RECLAIM,3352.78,3312.62,40.16000000000031,3342.7400000000002,3318.644,3356.7960000000003,2025-01-01 14:15:00+00:00,2025-01-01 15:45:00+00:00,CONFIRMED,LATER_RECLAIM,2025-01-01 14:45:00+00:00,2025-01-01 14:50:00+00:00,True,2025-01-01 14:50:00+00:00,3344.58,0.7958167330677238,2025-01-01 19:45:00+00:00,3356.7960000000003,TP_E10,1.4262382720700688,295.0,True
reference_validation,2025-01-01,2025-01-01 14:05:00+00:00,SAME_BAR_REJECTION,3352.78,3312.62,40.16000000000031,3342.7400000000002,3318.644,3356.7960000000003,2025-01-01 14:15:00+00:00,2025-01-01 15:45:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-02-04,2025-02-04 13:35:00+00:00,EARLY_RECLAIM,2832.7,2675.28,157.41999999999962,2793.345,2698.893,2848.442,2025-02-04 13:55:00+00:00,2025-02-04 14:30:00+00:00,CONFIRMED,SAME_BAR,2025-02-04 13:55:00+00:00,2025-02-04 14:00:00+00:00,True,2025-02-04 14:00:00+00:00,2794.68,0.7584804980307454,2025-02-04 19:10:00+00:00,2848.442,TP_E10,9.218632544692085,310.0,True
reference_validation,2025-02-04,2025-02-04 13:35:00+00:00,SAME_BAR_REJECTION,2832.7,2675.28,157.41999999999962,2793.345,2698.893,2848.442,2025-02-04 13:55:00+00:00,2025-02-04 14:30:00+00:00,CONFIRMED,SAME_BAR,2025-02-04 13:55:00+00:00,2025-02-04 14:00:00+00:00,True,2025-02-04 14:00:00+00:00,2794.68,0.7584804980307454,2025-02-04 19:10:00+00:00,2848.442,TP_E10,9.218632544692085,310.0,True
reference_validation,2025-02-20,2025-02-20 13:35:00+00:00,EARLY_RECLAIM,2746.0,2723.72,22.2800000000002,2740.43,2727.062,2748.228,2025-02-20 13:45:00+00:00,2025-02-20 14:00:00+00:00,CONFIRMED,SAME_BAR,2025-02-20 13:45:00+00:00,2025-02-20 13:50:00+00:00,True,2025-02-20 13:50:00+00:00,2742.84,0.8581687612208336,2025-02-20 14:00:00+00:00,2748.228,TP_E10,0.5821936387102159,10.0,True
reference_validation,2025-02-20,2025-02-20 13:35:00+00:00,SAME_BAR_REJECTION,2746.0,2723.72,22.2800000000002,2740.43,2727.062,2748.228,2025-02-20 13:45:00+00:00,2025-02-20 14:00:00+00:00,CONFIRMED,SAME_BAR,2025-02-20 13:45:00+00:00,2025-02-20 13:50:00+00:00,True,2025-02-20 13:50:00+00:00,2742.84,0.8581687612208336,2025-02-20 14:00:00+00:00,2748.228,TP_E10,0.5821936387102159,10.0,True
reference_validation,2025-02-21,2025-02-21 13:45:00+00:00,EARLY_RECLAIM,2843.75,2746.55,97.19999999999982,2819.45,2761.13,2853.47,2025-02-21 14:10:00+00:00,,CONFIRMED,SAME_BAR,2025-02-21 14:10:00+00:00,2025-02-21 14:15:00+00:00,True,2025-02-21 14:15:00+00:00,2820.5,0.7608024691358021,2025-02-21 15:35:00+00:00,2751.04,CLOSE_INVALIDATION_F15,-12.713419606452769,80.0,False
reference_validation,2025-02-21,2025-02-21 13:45:00+00:00,SAME_BAR_REJECTION,2843.75,2746.55,97.19999999999982,2819.45,2761.13,2853.47,2025-02-21 14:10:00+00:00,,CONFIRMED,SAME_BAR,2025-02-21 14:10:00+00:00,2025-02-21 14:15:00+00:00,True,2025-02-21 14:15:00+00:00,2820.5,0.7608024691358021,2025-02-21 15:35:00+00:00,2751.04,CLOSE_INVALIDATION_F15,-12.713419606452769,80.0,False
reference_validation,2025-03-03,2025-03-03 13:45:00+00:00,EARLY_RECLAIM,2386.99,2321.0,65.98999999999978,2370.4925,2330.8985,2393.589,2025-03-03 13:50:00+00:00,,CONFIRMED,SAME_BAR,2025-03-03 13:50:00+00:00,2025-03-03 13:55:00+00:00,True,2025-03-03 13:55:00+00:00,2373.46,0.794968934687077,2025-03-03 14:40:00+00:00,2327.31,CLOSE_INVALIDATION_F15,-10.122093483774785,45.0,False
reference_validation,2025-03-03,2025-03-03 13:45:00+00:00,SAME_BAR_REJECTION,2386.99,2321.0,65.98999999999978,2370.4925,2330.8985,2393.589,2025-03-03 13:50:00+00:00,,CONFIRMED,SAME_BAR,2025-03-03 13:50:00+00:00,2025-03-03 13:55:00+00:00,True,2025-03-03 13:55:00+00:00,2373.46,0.794968934687077,2025-03-03 14:40:00+00:00,2327.31,CLOSE_INVALIDATION_F15,-10.122093483774785,45.0,False
reference_validation,2025-04-24,2025-04-24 13:35:00+00:00,EARLY_RECLAIM,1759.88,1721.22,38.66000000000008,1750.2150000000001,1727.019,1763.746,2025-04-24 13:40:00+00:00,2025-04-24 14:00:00+00:00,CONFIRMED,SAME_BAR,2025-04-24 13:40:00+00:00,2025-04-24 13:45:00+00:00,True,2025-04-24 13:45:00+00:00,1752.92,0.8199689601655452,2025-04-24 14:00:00+00:00,1763.746,TP_E10,2.687990324715295,15.0,True
reference_validation,2025-04-24,2025-04-24 13:35:00+00:00,SAME_BAR_REJECTION,1759.88,1721.22,38.66000000000008,1750.2150000000001,1727.019,1763.746,2025-04-24 13:40:00+00:00,2025-04-24 14:00:00+00:00,CONFIRMED,SAME_BAR,2025-04-24 13:40:00+00:00,2025-04-24 13:45:00+00:00,True,2025-04-24 13:45:00+00:00,1752.92,0.8199689601655452,2025-04-24 14:00:00+00:00,1763.746,TP_E10,2.687990324715295,15.0,True
reference_validation,2025-05-08,2025-05-08 13:40:00+00:00,EARLY_RECLAIM,1976.56,1925.0,51.559999999999945,1963.67,1932.734,1981.716,2025-05-08 13:45:00+00:00,2025-05-08 13:55:00+00:00,CONFIRMED,SAME_BAR,2025-05-08 13:45:00+00:00,2025-05-08 13:50:00+00:00,True,2025-05-08 13:50:00+00:00,1965.51,0.7856865787432125,2025-05-08 14:00:00+00:00,1981.716,TP_E10,3.7225941358731256,10.0,True
reference_validation,2025-05-08,2025-05-08 13:40:00+00:00,SAME_BAR_REJECTION,1976.56,1925.0,51.559999999999945,1963.67,1932.734,1981.716,2025-05-08 13:45:00+00:00,2025-05-08 13:55:00+00:00,CONFIRMED,SAME_BAR,2025-05-08 13:45:00+00:00,2025-05-08 13:50:00+00:00,True,2025-05-08 13:50:00+00:00,1965.51,0.7856865787432125,2025-05-08 14:00:00+00:00,1981.716,TP_E10,3.7225941358731256,10.0,True
reference_validation,2025-05-21,2025-05-21 14:25:00+00:00,EARLY_RECLAIM,2561.48,2513.21,48.26999999999998,2549.4125,2520.4505,2566.307,2025-05-21 14:30:00+00:00,2025-05-21 14:50:00+00:00,CONFIRMED,LATER_RECLAIM,2025-05-21 14:40:00+00:00,2025-05-21 14:45:00+00:00,True,2025-05-21 14:45:00+00:00,2550.33,0.7690076652164886,2025-05-21 14:50:00+00:00,2566.307,TP_E10,2.7323397364262374,5.0,True
reference_validation,2025-05-21,2025-05-21 14:25:00+00:00,SAME_BAR_REJECTION,2561.48,2513.21,48.26999999999998,2549.4125,2520.4505,2566.307,2025-05-21 14:30:00+00:00,2025-05-21 14:50:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-07-18,2025-07-18 13:50:00+00:00,EARLY_RECLAIM,3654.99,3584.0,70.98999999999978,3637.2425,3594.6485,3662.089,2025-07-18 14:00:00+00:00,2025-07-18 14:05:00+00:00,CONFIRMED,SAME_BAR,2025-07-18 14:00:00+00:00,2025-07-18 14:05:00+00:00,True,2025-07-18 14:05:00+00:00,3638.63,0.7695450063389249,2025-07-18 14:05:00+00:00,3662.089,TP_E10,2.8236033891877015,0.0,True
reference_validation,2025-07-18,2025-07-18 13:50:00+00:00,SAME_BAR_REJECTION,3654.99,3584.0,70.98999999999978,3637.2425,3594.6485,3662.089,2025-07-18 14:00:00+00:00,2025-07-18 14:05:00+00:00,CONFIRMED,SAME_BAR,2025-07-18 14:00:00+00:00,2025-07-18 14:05:00+00:00,True,2025-07-18 14:05:00+00:00,3638.63,0.7695450063389249,2025-07-18 14:05:00+00:00,3662.089,TP_E10,2.8236033891877015,0.0,True
reference_validation,2025-07-30,2025-07-30 14:55:00+00:00,EARLY_RECLAIM,3824.26,3742.0,82.26000000000022,3803.695,3754.339,3832.4860000000003,2025-07-30 15:05:00+00:00,,CONFIRMED,LATER_RECLAIM,2025-07-30 16:20:00+00:00,2025-07-30 16:25:00+00:00,True,2025-07-30 16:25:00+00:00,3809.25,0.8175297836129324,2025-07-30 19:00:00+00:00,3736.4,CLOSE_INVALIDATION_F15,-9.962249786703392,155.0,False
reference_validation,2025-07-30,2025-07-30 14:55:00+00:00,SAME_BAR_REJECTION,3824.26,3742.0,82.26000000000022,3803.695,3754.339,3832.4860000000003,2025-07-30 15:05:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-08-12,2025-08-12 13:35:00+00:00,EARLY_RECLAIM,4428.39,4255.56,172.82999999999993,4385.182500000001,4281.4845000000005,4445.673000000001,2025-08-12 13:40:00+00:00,2025-08-12 15:00:00+00:00,CONFIRMED,LATER_RECLAIM,2025-08-12 14:00:00+00:00,2025-08-12 14:05:00+00:00,True,2025-08-12 14:05:00+00:00,4392.44,0.7919921309957719,2025-08-12 15:30:00+00:00,4445.673000000001,TP_E10,5.659616067607187,85.0,True
reference_validation,2025-08-12,2025-08-12 13:35:00+00:00,SAME_BAR_REJECTION,4428.39,4255.56,172.82999999999993,4385.182500000001,4281.4845000000005,4445.673000000001,2025-08-12 13:40:00+00:00,2025-08-12 15:00:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-08-18,2025-08-18 13:40:00+00:00,EARLY_RECLAIM,4366.91,4224.1,142.8099999999995,4331.2075,4245.521500000001,4381.191,2025-08-18 13:45:00+00:00,2025-08-18 17:30:00+00:00,CONFIRMED,LATER_RECLAIM,2025-08-18 14:55:00+00:00,2025-08-18 15:00:00+00:00,True,2025-08-18 15:00:00+00:00,4331.47,0.7518381065751717,2025-08-18 19:00:00+00:00,4381.191,TP_E10,5.339506449311648,240.0,True
reference_validation,2025-08-18,2025-08-18 13:40:00+00:00,SAME_BAR_REJECTION,4366.91,4224.1,142.8099999999995,4331.2075,4245.521500000001,4381.191,2025-08-18 13:45:00+00:00,2025-08-18 17:30:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-08-19,2025-08-19 13:35:00+00:00,EARLY_RECLAIM,4315.71,4216.31,99.39999999999964,4290.860000000001,4231.22,4325.65,2025-08-19 13:40:00+00:00,,CONFIRMED,LATER_RECLAIM,2025-08-19 13:50:00+00:00,2025-08-19 13:55:00+00:00,True,2025-08-19 13:55:00+00:00,4298.92,0.8310865191146879,2025-08-19 14:30:00+00:00,4209.4,CLOSE_INVALIDATION_F15,-10.81191741181513,35.0,False
reference_validation,2025-08-19,2025-08-19 13:35:00+00:00,SAME_BAR_REJECTION,4315.71,4216.31,99.39999999999964,4290.860000000001,4231.22,4325.65,2025-08-19 13:40:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-09-22,2025-09-22 14:25:00+00:00,EARLY_RECLAIM,4215.25,4135.0,80.25,4195.1875,4147.0375,4223.275,2025-09-22 14:40:00+00:00,,CONFIRMED,SAME_BAR,2025-09-22 14:40:00+00:00,2025-09-22 14:45:00+00:00,True,2025-09-22 14:45:00+00:00,4196.76,0.7695950155763267,2025-09-22 19:40:00+00:00,4143.52,CLOSE_INVALIDATION_F15,-6.742988400575678,295.0,False
reference_validation,2025-09-22,2025-09-22 14:25:00+00:00,SAME_BAR_REJECTION,4215.25,4135.0,80.25,4195.1875,4147.0375,4223.275,2025-09-22 14:40:00+00:00,,CONFIRMED,SAME_BAR,2025-09-22 14:40:00+00:00,2025-09-22 14:45:00+00:00,True,2025-09-22 14:45:00+00:00,4196.76,0.7695950155763267,2025-09-22 19:40:00+00:00,4143.52,CLOSE_INVALIDATION_F15,-6.742988400575678,295.0,False
reference_validation,2025-10-02,2025-10-02 14:05:00+00:00,EARLY_RECLAIM,4416.96,4366.34,50.61999999999989,4404.305,4373.933,4422.022,2025-10-02 14:15:00+00:00,2025-10-02 14:25:00+00:00,CONFIRMED,LATER_RECLAIM,2025-10-02 14:20:00+00:00,2025-10-02 14:25:00+00:00,True,2025-10-02 14:25:00+00:00,4409.99,0.8623073883840326,2025-10-02 15:00:00+00:00,4372.55,CLOSE_INVALIDATION_F15,-4.6449075848244314,35.0,True
reference_validation,2025-10-02,2025-10-02 14:05:00+00:00,SAME_BAR_REJECTION,4416.96,4366.34,50.61999999999989,4404.305,4373.933,4422.022,2025-10-02 14:15:00+00:00,2025-10-02 14:25:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-10-03,2025-10-03 13:35:00+00:00,EARLY_RECLAIM,4493.08,4426.0,67.07999999999993,4476.3099999999995,4436.062,4499.788,2025-10-03 13:40:00+00:00,2025-10-03 15:20:00+00:00,CONFIRMED,LATER_RECLAIM,2025-10-03 13:45:00+00:00,2025-10-03 13:50:00+00:00,True,2025-10-03 13:50:00+00:00,4478.68,0.7853309481216509,2025-10-03 15:30:00+00:00,4499.788,TP_E10,1.9564978967016704,100.0,True
reference_validation,2025-10-03,2025-10-03 13:35:00+00:00,SAME_BAR_REJECTION,4493.08,4426.0,67.07999999999993,4476.3099999999995,4436.062,4499.788,2025-10-03 13:40:00+00:00,2025-10-03 15:20:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-10-14,2025-10-14 14:20:00+00:00,EARLY_RECLAIM,4013.42,3885.09,128.32999999999993,3981.3375,3904.3395,4026.253,2025-10-14 14:25:00+00:00,2025-10-14 15:40:00+00:00,CONFIRMED,LATER_RECLAIM,2025-10-14 14:40:00+00:00,2025-10-14 14:45:00+00:00,True,2025-10-14 14:45:00+00:00,3986.46,0.7899166212109402,2025-10-14 15:40:00+00:00,4026.253,TP_E10,4.591019601350621,55.0,True
reference_validation,2025-10-14,2025-10-14 14:20:00+00:00,SAME_BAR_REJECTION,4013.42,3885.09,128.32999999999993,3981.3375,3904.3395,4026.253,2025-10-14 14:25:00+00:00,2025-10-14 15:40:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-11-03,2025-11-03 14:10:00+00:00,EARLY_RECLAIM,3739.98,3650.13,89.84999999999991,3717.5175,3663.6075,3748.965,2025-11-03 14:25:00+00:00,,CONFIRMED,SAME_BAR,2025-11-03 14:25:00+00:00,2025-11-03 14:30:00+00:00,True,2025-11-03 14:30:00+00:00,3720.48,0.7829716193656091,2025-11-03 15:30:00+00:00,3634.6,CLOSE_INVALIDATION_F15,-11.941521524104425,60.0,False
reference_validation,2025-11-03,2025-11-03 14:10:00+00:00,SAME_BAR_REJECTION,3739.98,3650.13,89.84999999999991,3717.5175,3663.6075,3748.965,2025-11-03 14:25:00+00:00,,CONFIRMED,SAME_BAR,2025-11-03 14:25:00+00:00,2025-11-03 14:30:00+00:00,True,2025-11-03 14:30:00+00:00,3720.48,0.7829716193656091,2025-11-03 15:30:00+00:00,3634.6,CLOSE_INVALIDATION_F15,-11.941521524104425,60.0,False
reference_validation,2025-11-14,2025-11-14 14:50:00+00:00,EARLY_RECLAIM,3217.8,3068.0,149.80000000000018,3180.3500000000004,3090.4700000000003,3232.78,2025-11-14 15:00:00+00:00,2025-11-14 15:45:00+00:00,CONFIRMED,LATER_RECLAIM,2025-11-14 15:05:00+00:00,2025-11-14 15:10:00+00:00,True,2025-11-14 15:10:00+00:00,3190.5,0.8177570093457934,2025-11-14 15:45:00+00:00,3232.78,TP_E10,6.225920702084342,35.0,True
reference_validation,2025-11-14,2025-11-14 14:50:00+00:00,SAME_BAR_REJECTION,3217.8,3068.0,149.80000000000018,3180.3500000000004,3090.4700000000003,3232.78,2025-11-14 15:00:00+00:00,2025-11-14 15:45:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-11-21,2025-11-21 13:50:00+00:00,EARLY_RECLAIM,2760.87,2620.0,140.8699999999999,2725.6525,2641.1305,2774.957,2025-11-21 14:15:00+00:00,2025-11-21 14:30:00+00:00,CONFIRMED,LATER_RECLAIM,2025-11-21 14:20:00+00:00,2025-11-21 14:25:00+00:00,True,2025-11-21 14:25:00+00:00,2727.86,0.7656704763256919,2025-11-21 14:35:00+00:00,2774.957,TP_E10,8.232591115379728,10.0,True
reference_validation,2025-11-21,2025-11-21 13:50:00+00:00,SAME_BAR_REJECTION,2760.87,2620.0,140.8699999999999,2725.6525,2641.1305,2774.957,2025-11-21 14:15:00+00:00,2025-11-21 14:30:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2025-11-24,2025-11-24 14:40:00+00:00,EARLY_RECLAIM,2841.92,2786.01,55.909999999999854,2827.9425,2794.3965000000003,2847.511,2025-11-24 14:55:00+00:00,2025-11-24 15:30:00+00:00,CONFIRMED,SAME_BAR,2025-11-24 14:55:00+00:00,2025-11-24 15:00:00+00:00,True,2025-11-24 15:00:00+00:00,2831.23,0.8087998569128942,2025-11-24 15:40:00+00:00,2847.511,TP_E10,2.475252098911041,40.0,True
reference_validation,2025-11-24,2025-11-24 14:40:00+00:00,SAME_BAR_REJECTION,2841.92,2786.01,55.909999999999854,2827.9425,2794.3965000000003,2847.511,2025-11-24 14:55:00+00:00,2025-11-24 15:30:00+00:00,CONFIRMED,SAME_BAR,2025-11-24 14:55:00+00:00,2025-11-24 15:00:00+00:00,True,2025-11-24 15:00:00+00:00,2831.23,0.8087998569128942,2025-11-24 15:40:00+00:00,2847.511,TP_E10,2.475252098911041,40.0,True
reference_validation,2025-12-30,2025-12-30 14:55:00+00:00,EARLY_RECLAIM,3003.0,2948.81,54.190000000000055,2989.4525,2956.9384999999997,3008.419,2025-12-30 15:50:00+00:00,,CONFIRMED,SAME_BAR,2025-12-30 15:50:00+00:00,2025-12-30 15:55:00+00:00,True,2025-12-30 15:55:00+00:00,2991.99,0.7968259826536223,2025-12-30 19:10:00+00:00,2953.26,CLOSE_INVALIDATION_F15,-6.872280990243884,195.0,False
reference_validation,2025-12-30,2025-12-30 14:55:00+00:00,SAME_BAR_REJECTION,3003.0,2948.81,54.190000000000055,2989.4525,2956.9384999999997,3008.419,2025-12-30 15:50:00+00:00,,CONFIRMED,SAME_BAR,2025-12-30 15:50:00+00:00,2025-12-30 15:55:00+00:00,True,2025-12-30 15:55:00+00:00,2991.99,0.7968259826536223,2025-12-30 19:10:00+00:00,2953.26,CLOSE_INVALIDATION_F15,-6.872280990243884,195.0,False
reference_validation,2026-02-02,2026-02-02 13:55:00+00:00,EARLY_RECLAIM,2328.0,2227.56,100.44000000000005,2302.89,2242.6259999999997,2338.044,2026-02-02 14:10:00+00:00,2026-02-02 14:30:00+00:00,CONFIRMED,SAME_BAR,2026-02-02 14:10:00+00:00,2026-02-02 14:15:00+00:00,True,2026-02-02 14:15:00+00:00,2305.55,0.7764834727200338,2026-02-02 14:30:00+00:00,2338.044,TP_E10,6.646908546767483,15.0,True
reference_validation,2026-02-02,2026-02-02 13:55:00+00:00,SAME_BAR_REJECTION,2328.0,2227.56,100.44000000000005,2302.89,2242.6259999999997,2338.044,2026-02-02 14:10:00+00:00,2026-02-02 14:30:00+00:00,CONFIRMED,SAME_BAR,2026-02-02 14:10:00+00:00,2026-02-02 14:15:00+00:00,True,2026-02-02 14:15:00+00:00,2305.55,0.7764834727200338,2026-02-02 14:30:00+00:00,2338.044,TP_E10,6.646908546767483,15.0,True
