partition,date_utc,signal_bar_start,signal_ts,session_end,H,L,range,k1_episode_bars,window_status,leave_bar_start,leave_ts,eligible_start,h2_bar_start,h2_ts,opposite_break_bar_start,opposite_break_ts,terminal_bar_start,window_id
external,2020-09-14,2020-09-14 13:30:00+00:00,2020-09-14 13:35:00+00:00,2020-09-14 20:00:00+00:00,375.95,361.42,14.529999999999973,1,H2_ARRIVAL,2020-09-14 13:35:00+00:00,2020-09-14 13:40:00+00:00,2020-09-14 13:40:00+00:00,2020-09-14 14:00:00+00:00,2020-09-14 14:05:00+00:00,,,2020-09-14 14:00:00+00:00,external|2020-09-14|2020-09-14T13:35:00+00:00
external,2020-09-16,2020-09-16 15:35:00+00:00,2020-09-16 15:40:00+00:00,2020-09-16 20:00:00+00:00,370.6,360.75,9.850000000000023,1,H2_ARRIVAL,2020-09-16 15:40:00+00:00,2020-09-16 15:45:00+00:00,2020-09-16 15:45:00+00:00,2020-09-16 16:00:00+00:00,2020-09-16 16:05:00+00:00,,,2020-09-16 16:00:00+00:00,external|2020-09-16|2020-09-16T15:40:00+00:00
external,2020-09-17,2020-09-17 18:05:00+00:00,2020-09-17 18:10:00+00:00,2020-09-17 20:00:00+00:00,384.34,374.15,10.189999999999998,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-09-17|2020-09-17T18:10:00+00:00
external,2020-09-25,2020-09-25 16:10:00+00:00,2020-09-25 16:15:00+00:00,2020-09-25 20:00:00+00:00,348.67,337.5,11.170000000000016,1,H2_ARRIVAL,2020-09-25 16:15:00+00:00,2020-09-25 16:20:00+00:00,2020-09-25 16:20:00+00:00,2020-09-25 17:40:00+00:00,2020-09-25 17:45:00+00:00,,,2020-09-25 17:40:00+00:00,external|2020-09-25|2020-09-25T16:15:00+00:00
external,2020-09-28,2020-09-28 17:30:00+00:00,2020-09-28 17:35:00+00:00,2020-09-28 20:00:00+00:00,367.65,355.88,11.769999999999982,1,NO_H2_BY_SESSION_END,2020-09-28 17:35:00+00:00,2020-09-28 17:40:00+00:00,2020-09-28 17:40:00+00:00,,,,,,external|2020-09-28|2020-09-28T17:35:00+00:00
external,2020-09-29,2020-09-29 14:10:00+00:00,2020-09-29 14:15:00+00:00,2020-09-29 20:00:00+00:00,358.98,353.9,5.080000000000041,1,H2_ARRIVAL,2020-09-29 14:15:00+00:00,2020-09-29 14:20:00+00:00,2020-09-29 14:20:00+00:00,2020-09-29 14:20:00+00:00,2020-09-29 14:25:00+00:00,,,2020-09-29 14:20:00+00:00,external|2020-09-29|2020-09-29T14:15:00+00:00
external,2020-09-30,2020-09-30 13:30:00+00:00,2020-09-30 13:35:00+00:00,2020-09-30 20:00:00+00:00,356.1,351.02,5.080000000000041,1,H2_ARRIVAL,2020-09-30 13:35:00+00:00,2020-09-30 13:40:00+00:00,2020-09-30 13:40:00+00:00,2020-09-30 14:00:00+00:00,2020-09-30 14:05:00+00:00,,,2020-09-30 14:00:00+00:00,external|2020-09-30|2020-09-30T13:35:00+00:00
external,2020-10-02,2020-10-02 13:45:00+00:00,2020-10-02 13:50:00+00:00,2020-10-02 20:00:00+00:00,343.4,334.01,9.389999999999986,1,H2_ARRIVAL,2020-10-02 13:50:00+00:00,2020-10-02 13:55:00+00:00,2020-10-02 13:55:00+00:00,2020-10-02 14:05:00+00:00,2020-10-02 14:10:00+00:00,,,2020-10-02 14:05:00+00:00,external|2020-10-02|2020-10-02T13:50:00+00:00
external,2020-10-05,2020-10-05 14:00:00+00:00,2020-10-05 14:05:00+00:00,2020-10-05 20:00:00+00:00,354.2,349.5,4.699999999999989,1,NO_H2_BY_SESSION_END,2020-10-05 14:05:00+00:00,2020-10-05 14:10:00+00:00,2020-10-05 14:10:00+00:00,,,,,,external|2020-10-05|2020-10-05T14:05:00+00:00
external,2020-10-07,2020-10-07 15:20:00+00:00,2020-10-07 15:25:00+00:00,2020-10-07 20:00:00+00:00,342.3,336.52,5.78000000000003,1,H2_ARRIVAL,2020-10-07 15:25:00+00:00,2020-10-07 15:30:00+00:00,2020-10-07 15:30:00+00:00,2020-10-07 15:30:00+00:00,2020-10-07 15:35:00+00:00,,,2020-10-07 15:30:00+00:00,external|2020-10-07|2020-10-07T15:25:00+00:00
external,2020-10-30,2020-10-30 18:20:00+00:00,2020-10-30 18:25:00+00:00,2020-10-30 20:00:00+00:00,384.0,373.03,10.970000000000027,1,H2_ARRIVAL,2020-10-30 18:25:00+00:00,2020-10-30 18:30:00+00:00,2020-10-30 18:30:00+00:00,2020-10-30 19:00:00+00:00,2020-10-30 19:05:00+00:00,,,2020-10-30 19:00:00+00:00,external|2020-10-30|2020-10-30T18:25:00+00:00
external,2020-11-04,2020-11-04 13:40:00+00:00,2020-11-04 13:45:00+00:00,2020-11-04 20:00:00+00:00,384.29,376.65,7.640000000000043,2,H2_ARRIVAL,2020-11-04 13:50:00+00:00,2020-11-04 13:55:00+00:00,2020-11-04 13:55:00+00:00,2020-11-04 16:00:00+00:00,2020-11-04 16:05:00+00:00,,,2020-11-04 16:00:00+00:00,external|2020-11-04|2020-11-04T13:45:00+00:00
external,2020-11-05,2020-11-05 13:40:00+00:00,2020-11-05 13:45:00+00:00,2020-11-05 20:00:00+00:00,411.49,395.89,15.600000000000023,1,H2_ARRIVAL,2020-11-05 13:45:00+00:00,2020-11-05 13:50:00+00:00,2020-11-05 13:50:00+00:00,2020-11-05 14:10:00+00:00,2020-11-05 14:15:00+00:00,,,2020-11-05 14:10:00+00:00,external|2020-11-05|2020-11-05T13:45:00+00:00
external,2020-11-11,2020-11-11 16:05:00+00:00,2020-11-11 16:10:00+00:00,2020-11-11 20:00:00+00:00,465.0,455.67,9.329999999999984,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-11-11|2020-11-11T16:10:00+00:00
external,2020-11-13,2020-11-13 13:30:00+00:00,2020-11-13 13:35:00+00:00,2020-11-13 20:00:00+00:00,469.46,458.21,11.25,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-11-13|2020-11-13T13:35:00+00:00
external,2020-11-16,2020-11-16 13:40:00+00:00,2020-11-16 13:45:00+00:00,2020-11-16 20:00:00+00:00,456.63,449.65,6.980000000000018,1,H2_ARRIVAL,2020-11-16 13:45:00+00:00,2020-11-16 13:50:00+00:00,2020-11-16 13:50:00+00:00,2020-11-16 13:50:00+00:00,2020-11-16 13:55:00+00:00,,,2020-11-16 13:50:00+00:00,external|2020-11-16|2020-11-16T13:45:00+00:00
external,2020-11-19,2020-11-19 13:30:00+00:00,2020-11-19 13:35:00+00:00,2020-11-19 20:00:00+00:00,477.0,465.15,11.850000000000023,1,H2_ARRIVAL,2020-11-19 13:35:00+00:00,2020-11-19 13:40:00+00:00,2020-11-19 13:40:00+00:00,2020-11-19 13:50:00+00:00,2020-11-19 13:55:00+00:00,,,2020-11-19 13:50:00+00:00,external|2020-11-19|2020-11-19T13:35:00+00:00
external,2020-11-20,2020-11-20 14:10:00+00:00,2020-11-20 14:15:00+00:00,2020-11-20 20:00:00+00:00,511.21,490.62,20.589999999999975,2,H2_ARRIVAL,2020-11-20 14:20:00+00:00,2020-11-20 14:25:00+00:00,2020-11-20 14:25:00+00:00,2020-11-20 17:35:00+00:00,2020-11-20 17:40:00+00:00,,,2020-11-20 17:35:00+00:00,external|2020-11-20|2020-11-20T14:15:00+00:00
external,2020-12-03,2020-12-03 15:45:00+00:00,2020-12-03 15:50:00+00:00,2020-12-03 20:00:00+00:00,617.0,595.9,21.100000000000023,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-12-03|2020-12-03T15:50:00+00:00
external,2020-12-15,2020-12-15 18:55:00+00:00,2020-12-15 19:00:00+00:00,2020-12-15 20:00:00+00:00,589.55,580.0,9.549999999999955,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-12-15|2020-12-15T19:00:00+00:00
external,2020-12-17,2020-12-17 16:05:00+00:00,2020-12-17 16:10:00+00:00,2020-12-17 20:00:00+00:00,674.24,636.42,37.82000000000005,3,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2020-12-17|2020-12-17T16:10:00+00:00
external,2020-12-30,2020-12-30 16:00:00+00:00,2020-12-30 16:05:00+00:00,2020-12-30 20:00:00+00:00,738.46,717.52,20.940000000000055,1,H2_ARRIVAL,2020-12-30 16:05:00+00:00,2020-12-30 16:10:00+00:00,2020-12-30 16:10:00+00:00,2020-12-30 17:35:00+00:00,2020-12-30 17:40:00+00:00,,,2020-12-30 17:35:00+00:00,external|2020-12-30|2020-12-30T16:05:00+00:00
external,2021-01-13,2021-01-13 18:35:00+00:00,2021-01-13 18:40:00+00:00,2021-01-13 20:00:00+00:00,1098.7,1045.54,53.16000000000008,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-01-13|2021-01-13T18:40:00+00:00
external,2021-01-14,2021-01-14 13:30:00+00:00,2021-01-14 13:35:00+00:00,2021-01-14 20:00:00+00:00,1192.0,1143.67,48.32999999999993,1,H2_ARRIVAL,2021-01-14 13:35:00+00:00,2021-01-14 13:40:00+00:00,2021-01-14 13:40:00+00:00,2021-01-14 13:40:00+00:00,2021-01-14 13:45:00+00:00,,,2021-01-14 13:40:00+00:00,external|2021-01-14|2021-01-14T13:35:00+00:00
external,2021-01-18,2021-01-18 14:10:00+00:00,2021-01-18 14:15:00+00:00,2021-01-18 20:00:00+00:00,1257.76,1210.97,46.789999999999964,1,NO_H2_BY_SESSION_END,2021-01-18 14:15:00+00:00,2021-01-18 14:20:00+00:00,2021-01-18 14:20:00+00:00,,,,,,external|2021-01-18|2021-01-18T14:15:00+00:00
external,2021-01-22,2021-01-22 13:30:00+00:00,2021-01-22 13:35:00+00:00,2021-01-22 20:00:00+00:00,1227.3,1113.76,113.53999999999996,1,H2_ARRIVAL,2021-01-22 13:35:00+00:00,2021-01-22 13:40:00+00:00,2021-01-22 13:40:00+00:00,2021-01-22 14:00:00+00:00,2021-01-22 14:05:00+00:00,,,2021-01-22 14:00:00+00:00,external|2021-01-22|2021-01-22T13:35:00+00:00
external,2021-01-29,2021-01-29 14:00:00+00:00,2021-01-29 14:05:00+00:00,2021-01-29 20:00:00+00:00,1436.97,1295.92,141.04999999999995,1,NO_H2_BY_SESSION_END,2021-01-29 14:05:00+00:00,2021-01-29 14:10:00+00:00,2021-01-29 14:10:00+00:00,,,,,,external|2021-01-29|2021-01-29T14:05:00+00:00
external,2021-02-03,2021-02-03 13:30:00+00:00,2021-02-03 13:35:00+00:00,2021-02-03 20:00:00+00:00,1569.58,1515.5,54.07999999999993,1,H2_ARRIVAL,2021-02-03 13:35:00+00:00,2021-02-03 13:40:00+00:00,2021-02-03 13:40:00+00:00,2021-02-03 15:15:00+00:00,2021-02-03 15:20:00+00:00,,,2021-02-03 15:15:00+00:00,external|2021-02-03|2021-02-03T13:35:00+00:00
external,2021-02-08,2021-02-08 15:40:00+00:00,2021-02-08 15:45:00+00:00,2021-02-08 20:00:00+00:00,1758.24,1627.11,131.1300000000001,2,H2_ARRIVAL,2021-02-08 15:50:00+00:00,2021-02-08 15:55:00+00:00,2021-02-08 15:55:00+00:00,2021-02-08 16:00:00+00:00,2021-02-08 16:05:00+00:00,,,2021-02-08 16:00:00+00:00,external|2021-02-08|2021-02-08T15:45:00+00:00
external,2021-02-23,2021-02-23 15:45:00+00:00,2021-02-23 15:50:00+00:00,2021-02-23 20:00:00+00:00,1601.51,1348.17,253.33999999999992,1,H2_ARRIVAL,2021-02-23 15:50:00+00:00,2021-02-23 15:55:00+00:00,2021-02-23 15:55:00+00:00,2021-02-23 16:00:00+00:00,2021-02-23 16:05:00+00:00,,,2021-02-23 16:00:00+00:00,external|2021-02-23|2021-02-23T15:50:00+00:00
external,2021-03-01,2021-03-01 14:30:00+00:00,2021-03-01 14:35:00+00:00,2021-03-01 20:00:00+00:00,1541.0,1438.85,102.15000000000009,1,H2_ARRIVAL,2021-03-01 14:35:00+00:00,2021-03-01 14:40:00+00:00,2021-03-01 14:40:00+00:00,2021-03-01 15:10:00+00:00,2021-03-01 15:15:00+00:00,,,2021-03-01 15:10:00+00:00,external|2021-03-01|2021-03-01T14:35:00+00:00
external,2021-03-05,2021-03-05 13:30:00+00:00,2021-03-05 13:35:00+00:00,2021-03-05 20:00:00+00:00,1497.8,1441.57,56.23000000000002,1,H2_ARRIVAL,2021-03-05 13:35:00+00:00,2021-03-05 13:40:00+00:00,2021-03-05 13:40:00+00:00,2021-03-05 14:00:00+00:00,2021-03-05 14:05:00+00:00,,,2021-03-05 14:00:00+00:00,external|2021-03-05|2021-03-05T13:35:00+00:00
external,2021-03-08,2021-03-08 13:30:00+00:00,2021-03-08 13:35:00+00:00,2021-03-08 20:00:00+00:00,1734.29,1667.86,66.43000000000006,1,H2_ARRIVAL,2021-03-08 13:35:00+00:00,2021-03-08 13:40:00+00:00,2021-03-08 13:40:00+00:00,2021-03-08 13:50:00+00:00,2021-03-08 13:55:00+00:00,,,2021-03-08 13:50:00+00:00,external|2021-03-08|2021-03-08T13:35:00+00:00
external,2021-03-09,2021-03-09 13:45:00+00:00,2021-03-09 13:50:00+00:00,2021-03-09 20:00:00+00:00,1843.6,1801.0,42.59999999999991,4,H2_ARRIVAL,2021-03-09 14:05:00+00:00,2021-03-09 14:10:00+00:00,2021-03-09 14:10:00+00:00,2021-03-09 16:00:00+00:00,2021-03-09 16:05:00+00:00,,,2021-03-09 16:00:00+00:00,external|2021-03-09|2021-03-09T13:50:00+00:00
external,2021-03-18,2021-03-18 15:45:00+00:00,2021-03-18 15:50:00+00:00,2021-03-18 20:00:00+00:00,1824.7,1782.07,42.63000000000011,2,H2_ARRIVAL,2021-03-18 15:55:00+00:00,2021-03-18 16:00:00+00:00,2021-03-18 16:00:00+00:00,2021-03-18 16:00:00+00:00,2021-03-18 16:05:00+00:00,,,2021-03-18 16:00:00+00:00,external|2021-03-18|2021-03-18T15:50:00+00:00
external,2021-03-19,2021-03-19 16:00:00+00:00,2021-03-19 16:05:00+00:00,2021-03-19 20:00:00+00:00,1830.0,1786.26,43.74000000000001,1,H2_ARRIVAL,2021-03-19 16:05:00+00:00,2021-03-19 16:10:00+00:00,2021-03-19 16:10:00+00:00,2021-03-19 16:15:00+00:00,2021-03-19 16:20:00+00:00,,,2021-03-19 16:15:00+00:00,external|2021-03-19|2021-03-19T16:05:00+00:00
external,2021-03-29,2021-03-29 15:55:00+00:00,2021-03-29 16:00:00+00:00,2021-03-29 20:00:00+00:00,1791.99,1705.69,86.29999999999995,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-03-29|2021-03-29T16:00:00+00:00
external,2021-03-30,2021-03-30 19:30:00+00:00,2021-03-30 19:35:00+00:00,2021-03-30 20:00:00+00:00,1852.24,1806.0,46.24000000000001,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-03-30|2021-03-30T19:35:00+00:00
external,2021-03-31,2021-03-31 13:30:00+00:00,2021-03-31 13:35:00+00:00,2021-03-31 20:00:00+00:00,1825.47,1771.85,53.62000000000012,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-03-31|2021-03-31T13:35:00+00:00
external,2021-04-08,2021-04-08 13:35:00+00:00,2021-04-08 13:40:00+00:00,2021-04-08 20:00:00+00:00,2039.1,1985.64,53.45999999999981,1,H2_ARRIVAL,2021-04-08 13:40:00+00:00,2021-04-08 13:45:00+00:00,2021-04-08 13:45:00+00:00,2021-04-08 14:10:00+00:00,2021-04-08 14:15:00+00:00,,,2021-04-08 14:10:00+00:00,external|2021-04-08|2021-04-08T13:40:00+00:00
external,2021-04-21,2021-04-21 13:30:00+00:00,2021-04-21 13:35:00+00:00,2021-04-21 20:00:00+00:00,2381.06,2238.96,142.0999999999999,1,H2_ARRIVAL,2021-04-21 13:35:00+00:00,2021-04-21 13:40:00+00:00,2021-04-21 13:40:00+00:00,2021-04-21 13:55:00+00:00,2021-04-21 14:00:00+00:00,,,2021-04-21 13:55:00+00:00,external|2021-04-21|2021-04-21T13:35:00+00:00
external,2021-04-23,2021-04-23 15:40:00+00:00,2021-04-23 15:45:00+00:00,2021-04-23 20:00:00+00:00,2315.0,2110.0,205.0,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-04-23|2021-04-23T15:45:00+00:00
external,2021-04-26,2021-04-26 16:00:00+00:00,2021-04-26 16:05:00+00:00,2021-04-26 20:00:00+00:00,2527.36,2423.41,103.95000000000027,1,H2_ARRIVAL,2021-04-26 16:05:00+00:00,2021-04-26 16:10:00+00:00,2021-04-26 16:10:00+00:00,2021-04-26 17:20:00+00:00,2021-04-26 17:25:00+00:00,,,2021-04-26 17:20:00+00:00,external|2021-04-26|2021-04-26T16:05:00+00:00
external,2021-04-28,2021-04-28 18:10:00+00:00,2021-04-28 18:15:00+00:00,2021-04-28 20:00:00+00:00,2737.64,2580.0,157.63999999999987,3,H2_ARRIVAL,2021-04-28 18:25:00+00:00,2021-04-28 18:30:00+00:00,2021-04-28 18:30:00+00:00,2021-04-28 19:25:00+00:00,2021-04-28 19:30:00+00:00,,,2021-04-28 19:25:00+00:00,external|2021-04-28|2021-04-28T18:15:00+00:00
external,2021-05-04,2021-05-04 13:30:00+00:00,2021-05-04 13:35:00+00:00,2021-05-04 20:00:00+00:00,3521.39,3279.0,242.38999999999987,1,OPPOSITE_BREAK_BEFORE_H2,2021-05-04 13:35:00+00:00,2021-05-04 13:40:00+00:00,2021-05-04 13:40:00+00:00,,,2021-05-04 15:20:00+00:00,2021-05-04 15:25:00+00:00,2021-05-04 15:20:00+00:00,external|2021-05-04|2021-05-04T13:35:00+00:00
external,2021-05-24,2021-05-24 14:25:00+00:00,2021-05-24 14:30:00+00:00,2021-05-24 20:00:00+00:00,2468.09,2222.29,245.80000000000018,1,H2_ARRIVAL,2021-05-24 14:30:00+00:00,2021-05-24 14:35:00+00:00,2021-05-24 14:35:00+00:00,2021-05-24 15:20:00+00:00,2021-05-24 15:25:00+00:00,,,2021-05-24 15:20:00+00:00,external|2021-05-24|2021-05-24T14:30:00+00:00
external,2021-05-27,2021-05-27 14:25:00+00:00,2021-05-27 14:30:00+00:00,2021-05-27 20:00:00+00:00,2867.37,2684.0,183.3699999999999,1,NO_H2_BY_SESSION_END,2021-05-27 14:30:00+00:00,2021-05-27 14:35:00+00:00,2021-05-27 14:35:00+00:00,,,,,,external|2021-05-27|2021-05-27T14:30:00+00:00
external,2021-06-02,2021-06-02 13:30:00+00:00,2021-06-02 13:35:00+00:00,2021-06-02 20:00:00+00:00,2749.44,2661.0,88.44000000000005,1,H2_ARRIVAL,2021-06-02 13:35:00+00:00,2021-06-02 13:40:00+00:00,2021-06-02 13:40:00+00:00,2021-06-02 14:30:00+00:00,2021-06-02 14:35:00+00:00,,,2021-06-02 14:30:00+00:00,external|2021-06-02|2021-06-02T13:35:00+00:00
external,2021-06-28,2021-06-28 15:05:00+00:00,2021-06-28 15:10:00+00:00,2021-06-28 20:00:00+00:00,2083.63,1975.45,108.18000000000006,2,H2_ARRIVAL,2021-06-28 15:15:00+00:00,2021-06-28 15:20:00+00:00,2021-06-28 15:20:00+00:00,2021-06-28 15:20:00+00:00,2021-06-28 15:25:00+00:00,,,2021-06-28 15:20:00+00:00,external|2021-06-28|2021-06-28T15:10:00+00:00
external,2021-06-29,2021-06-29 13:30:00+00:00,2021-06-29 13:35:00+00:00,2021-06-29 20:00:00+00:00,2216.78,2111.94,104.84000000000015,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-06-29|2021-06-29T13:35:00+00:00
external,2021-07-02,2021-07-02 14:20:00+00:00,2021-07-02 14:25:00+00:00,2021-07-02 20:00:00+00:00,2079.0,2016.43,62.569999999999936,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-07-02|2021-07-02T14:25:00+00:00
external,2021-07-09,2021-07-09 13:30:00+00:00,2021-07-09 13:35:00+00:00,2021-07-09 20:00:00+00:00,2143.0,2063.3,79.69999999999982,1,H2_ARRIVAL,2021-07-09 13:35:00+00:00,2021-07-09 13:40:00+00:00,2021-07-09 13:40:00+00:00,2021-07-09 14:00:00+00:00,2021-07-09 14:05:00+00:00,,,2021-07-09 14:00:00+00:00,external|2021-07-09|2021-07-09T13:35:00+00:00
external,2021-07-14,2021-07-14 13:30:00+00:00,2021-07-14 13:35:00+00:00,2021-07-14 20:00:00+00:00,1990.08,1870.11,119.97000000000003,2,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-07-14|2021-07-14T13:35:00+00:00
external,2021-07-16,2021-07-16 13:30:00+00:00,2021-07-16 13:35:00+00:00,2021-07-16 20:00:00+00:00,1913.62,1846.0,67.61999999999989,1,H2_ARRIVAL,2021-07-16 13:35:00+00:00,2021-07-16 13:40:00+00:00,2021-07-16 13:40:00+00:00,2021-07-16 14:40:00+00:00,2021-07-16 14:45:00+00:00,,,2021-07-16 14:40:00+00:00,external|2021-07-16|2021-07-16T13:35:00+00:00
external,2021-07-20,2021-07-20 14:05:00+00:00,2021-07-20 14:10:00+00:00,2021-07-20 20:00:00+00:00,1763.03,1716.0,47.02999999999997,1,H2_ARRIVAL,2021-07-20 14:10:00+00:00,2021-07-20 14:15:00+00:00,2021-07-20 14:15:00+00:00,2021-07-20 14:25:00+00:00,2021-07-20 14:30:00+00:00,,,2021-07-20 14:25:00+00:00,external|2021-07-20|2021-07-20T14:10:00+00:00
external,2021-07-21,2021-07-21 14:10:00+00:00,2021-07-21 14:15:00+00:00,2021-07-21 20:00:00+00:00,1920.0,1859.9,60.09999999999991,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-07-21|2021-07-21T14:15:00+00:00
external,2021-07-22,2021-07-22 15:25:00+00:00,2021-07-22 15:30:00+00:00,2021-07-22 20:00:00+00:00,2018.2,1945.0,73.20000000000005,2,H2_ARRIVAL,2021-07-22 15:35:00+00:00,2021-07-22 15:40:00+00:00,2021-07-22 15:40:00+00:00,2021-07-22 15:40:00+00:00,2021-07-22 15:45:00+00:00,,,2021-07-22 15:40:00+00:00,external|2021-07-22|2021-07-22T15:30:00+00:00
external,2021-07-23,2021-07-23 13:45:00+00:00,2021-07-23 13:50:00+00:00,2021-07-23 20:00:00+00:00,2072.78,2037.24,35.54000000000019,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-07-23|2021-07-23T13:50:00+00:00
external,2021-07-27,2021-07-27 13:35:00+00:00,2021-07-27 13:40:00+00:00,2021-07-27 20:00:00+00:00,2317.36,2192.0,125.36000000000013,2,NO_H2_BY_SESSION_END,2021-07-27 13:45:00+00:00,2021-07-27 13:50:00+00:00,2021-07-27 13:50:00+00:00,,,,,,external|2021-07-27|2021-07-27T13:40:00+00:00
external,2021-07-29,2021-07-29 15:10:00+00:00,2021-07-29 15:15:00+00:00,2021-07-29 20:00:00+00:00,2328.0,2280.54,47.460000000000036,1,H2_ARRIVAL,2021-07-29 15:15:00+00:00,2021-07-29 15:20:00+00:00,2021-07-29 15:20:00+00:00,2021-07-29 16:00:00+00:00,2021-07-29 16:05:00+00:00,,,2021-07-29 16:00:00+00:00,external|2021-07-29|2021-07-29T15:15:00+00:00
external,2021-08-02,2021-08-02 13:55:00+00:00,2021-08-02 14:00:00+00:00,2021-08-02 20:00:00+00:00,2624.35,2556.0,68.34999999999991,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-08-02|2021-08-02T14:00:00+00:00
external,2021-08-04,2021-08-04 13:30:00+00:00,2021-08-04 13:35:00+00:00,2021-08-04 20:00:00+00:00,2619.23,2456.83,162.4000000000001,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-08-04|2021-08-04T13:35:00+00:00
external,2021-08-09,2021-08-09 14:05:00+00:00,2021-08-09 14:10:00+00:00,2021-08-09 20:00:00+00:00,3155.92,2933.92,222.0,1,H2_ARRIVAL,2021-08-09 14:10:00+00:00,2021-08-09 14:15:00+00:00,2021-08-09 14:15:00+00:00,2021-08-09 14:20:00+00:00,2021-08-09 14:25:00+00:00,,,2021-08-09 14:20:00+00:00,external|2021-08-09|2021-08-09T14:10:00+00:00
external,2021-08-25,2021-08-25 14:50:00+00:00,2021-08-25 14:55:00+00:00,2021-08-25 20:00:00+00:00,3191.55,3078.52,113.0300000000002,2,H2_ARRIVAL,2021-08-25 15:00:00+00:00,2021-08-25 15:05:00+00:00,2021-08-25 15:05:00+00:00,2021-08-25 15:05:00+00:00,2021-08-25 15:10:00+00:00,,,2021-08-25 15:05:00+00:00,external|2021-08-25|2021-08-25T14:55:00+00:00
external,2021-09-01,2021-09-01 14:30:00+00:00,2021-09-01 14:35:00+00:00,2021-09-01 20:00:00+00:00,3564.0,3514.01,49.98999999999978,1,H2_ARRIVAL,2021-09-01 14:35:00+00:00,2021-09-01 14:40:00+00:00,2021-09-01 14:40:00+00:00,2021-09-01 15:40:00+00:00,2021-09-01 15:45:00+00:00,,,2021-09-01 15:40:00+00:00,external|2021-09-01|2021-09-01T14:35:00+00:00
external,2021-09-02,2021-09-02 13:45:00+00:00,2021-09-02 13:50:00+00:00,2021-09-02 20:00:00+00:00,3800.0,3730.03,69.9699999999998,1,H2_ARRIVAL,2021-09-02 13:50:00+00:00,2021-09-02 13:55:00+00:00,2021-09-02 13:55:00+00:00,2021-09-02 14:05:00+00:00,2021-09-02 14:10:00+00:00,,,2021-09-02 14:05:00+00:00,external|2021-09-02|2021-09-02T13:50:00+00:00
external,2021-09-03,2021-09-03 14:15:00+00:00,2021-09-03 14:20:00+00:00,2021-09-03 20:00:00+00:00,3989.33,3793.89,195.44000000000005,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-09-03|2021-09-03T14:20:00+00:00
external,2021-09-14,2021-09-14 13:30:00+00:00,2021-09-14 13:35:00+00:00,2021-09-14 20:00:00+00:00,3364.0,3291.25,72.75,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,,external|2021-09-14|2021-09-14T13:35:00+00:00
external,2021-09-15,2021-09-15 14:10:00+00:00,2021-09-15 14:15:00+00:00,2021-09-15 20:00:00+00:00,3445.0,3379.45,65.55000000000018,1,H2_ARRIVAL,2021-09-15 14:15:00+00:00,2021-09-15 14:20:00+00:00,2021-09-15 14:20:00+00:00,2021-09-15 15:00:00+00:00,2021-09-15 15:05:00+00:00,,,2021-09-15 15:00:00+00:00,external|2021-09-15|2021-09-15T14:15:00+00:00
external,2021-10-01,2021-10-01 17:00:00+00:00,2021-10-01 17:05:00+00:00,2021-10-01 20:00:00+00:00,3279.91,3089.77,190.13999999999987,1,H2_ARRIVAL,2021-10-01 17:05:00+00:00,2021-10-01 17:10:00+00:00,2021-10-01 17:10:00+00:00,2021-10-01 17:45:00+00:00,2021-10-01 17:50:00+00:00,,,2021-10-01 17:45:00+00:00,external|2021-10-01|2021-10-01T17:05:00+00:00
external,2021-10-05,2021-10-05 19:15:00+00:00,2021-10-05 19:20:00+00:00,2021-10-05 20:00:00+00:00,3475.79,3381.0,94.78999999999996,1,H2_ARRIVAL,2021-10-05 19:20:00+00:00,2021-10-05 19:25:00+00:00,2021-10-05 19:25:00+00:00,2021-10-05 19:40:00+00:00,2021-10-05 19:45:00+00:00,,,2021-10-05 19:40:00+00:00,external|2021-10-05|2021-10-05T19:20:00+00:00
